ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,news_folder_date,phase,publishedDate,site,url,title,text,n_tokens_raw,n_tokens,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-21 18:08:15,gurufocus.com,https://www.gurufocus.com/news/1337843/abbvie-roche-glaxo-are-experts-at-product-launches,"AbbVie, Roche, Glaxo Are Experts at Product Launches","AbbVie, Roche, Glaxo Are Experts at Product Launches
Investors considering pharmaceutical and biotechnology companies might want to factor in one important piece of data into their analysis: A high percentage of new products fail to reach sales forecasts made by industry analysts. This is according to a report from global management consulting firm L.E.K.",56.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,-0.030303030303030304
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-22 08:15:13,seekingalpha.com,https://seekingalpha.com/article/4400348-abbvie-is-raising-several-green-flags,AbbVie Is Raising Several Green Flags,"AbbVie Is Raising Several Green Flags
AbbVie presents a unique investment opportunity and is poised to deliver strong returns. Market leadership in key growth markets and a robust and innovative pipeline are key factors to offset any erosion of HUMIRA sales.",41.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.0,0.0,0.0,0.12
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-25 11:30:00,prnewswire.com,https://www.prnewswire.com/news-releases/european-commission-approves-abbvies-rinvoq-upadacitinib-for-the-treatment-of-psoriatic-arthritis-and-ankylosing-spondylitis-301214178.html,European Commission Approves AbbVie's RINVOQ™ (Upadacitinib) for the Treatment of Psoriatic Arthritis and Ankylosing Spondylitis,"European Commission Approves AbbVie's RINVOQ™ (Upadacitinib) for the Treatment of Psoriatic Arthritis and Ankylosing Spondylitis
NORTH CHICAGO, Ill., Jan. 25, 2021 /PRNewswire/ -- AbbVie (NYSE: ABBV), today announced that the European Commission (EC) has approved RINVOQTM (upadacitinib, 15 mg), an oral, once daily selective and reversible JAK inhibitor for the treatment of active psoriatic arthritis (PsA) in adult...",55.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,-0.05
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-26 05:44:53,seekingalpha.com,https://seekingalpha.com/article/4400941-3-amazing-dividend-aristocrats-to-buy-market-all-time-highs,3 Amazing Dividend Aristocrats To Buy With The Market At All-Time Highs,"3 Amazing Dividend Aristocrats To Buy With The Market At All-Time Highs
The stimulus euphoria rally continues, with the S&P just notching another record high and becoming 39% historically overvalued. But in every market there are blue-chip bargains available, even among the legendary dividend aristocrats.",46.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,-0.03571428571428571
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-26 08:00:00,seekingalpha.com,https://seekingalpha.com/article/4400957-things-get-ugly-quickly-bob-iaccino-joins-alpha-trader-podcast,Things Could Get Ugly Quickly - Bob Iaccino Joins Alpha Trader (Podcast),"Things Could Get Ugly Quickly - Bob Iaccino Joins Alpha Trader (Podcast)
Things Could Get Ugly Quickly - Bob Iaccino Joins Alpha Trader (Podcast)",22.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-26 14:32:21,gurufocus.com,https://www.gurufocus.com/news/1340949/ironwood-drug-makes-allflop-list-for-2020,Ironwood Drug Makes All-Flop List for 2020,"Ironwood Drug Makes All-Flop List for 2020
Ironwood Pharmaceuticals Inc. (NASDAQ:IRWD) has the dubious distinction of owning one of the 10 biggest drug trial flops of 2020, according to FierceBiotech. The Boston-based company's once-promising treatment for gastroesophageal reflux disease was relegated to the trash bin in September when it failed a phase 3 study.",55.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-29 11:17:13,zacks.com,https://www.zacks.com/stock/news/1254276/will-recovery-in-abbvies-abbv-earnings-continue-in-q4,Will Recovery in AbbVie's (ABBV) Earnings Continue in Q4?,"Will Recovery in AbbVie's (ABBV) Earnings Continue in Q4?
Recovery in AbbVie's (ABBV) revenues is likely to have continued in the fourth quarter. Investors focus is likely to be on 2021 guidance when the company reports results in the wake of rising cases.",44.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-29 20:18:03,zacks.com,https://www.zacks.com/stock/news/1254637/buy-pharma-giant-abbvie-stock-before-q4-earnings-for-dividend-and-value,Buy Pharma Giant AbbVie Stock Before Q4 Earnings for Dividend and Value?,"Buy Pharma Giant AbbVie Stock Before Q4 Earnings for Dividend and Value?
Let's check out AbbVie to see if investors might want to buy the stock ahead of its fourth quarter fiscal 2020 financial release that's due out before the opening bell on Wednesday, Feb. 3.",46.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-31 21:29:13,seekingalpha.com,https://seekingalpha.com/article/4402338-5_1-yielding-abbvie-is-safe-anti-bubble-blue-chip-in-dangerous-bubble-filled-market,5.1% Yielding AbbVie Is A Safe Anti-Bubble Blue-Chip In A Dangerous Bubble Filled Market,"5.1% Yielding AbbVie Is A Safe Anti-Bubble Blue-Chip In A Dangerous Bubble Filled Market
Today we're seeing some of the most extreme speculation in history, including bankrupt companies soaring 700% in a single day. The difference between speculation and investment is the long-term risk profile. Sound investing over time = guaranteed success, while speculating for long enough = guaranteed losses.",60.0,39.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.10256410256410256,0.0,0.0,-0.05128205128205128
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-01 10:37:11,zacks.com,https://www.zacks.com/stock/news/1255184/will-humira-cancer-drugs-drive-abbvie-abbv-q4-earnings,"Will Humira, Cancer Drugs Drive AbbVie (ABBV) Q4 Earnings?","Will Humira, Cancer Drugs Drive AbbVie (ABBV) Q4 Earnings?
AbbVie's (ABBV) Q4 top line is expected to have witnessed a recovery in demand amid improving global economies. However, resurgence of COVID-19 cases is likely to have hurt sales of physician-administered drugs.",43.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0
