,abs_corr_with_target
rt_priceToOperatingCashFlowsRatio,0.32919509391393603
km_pocfratio,0.32919509391393603
rt_priceToFreeCashFlowsRatio,0.329195093913936
km_pfcfRatio,0.329195093913936
rt_daysOfPayablesOutstanding,0.2568426548362623
rt_cashConversionCycle,0.2565504811570918
rt_operatingCashFlowSalesRatio,0.18940716771428223
km_freeCashFlowYield,0.18865204494035734
km_incomeQuality,0.18388138100873652
rt_effectiveTaxRate,0.18154594153503045
rt_cashFlowToDebtRatio,0.166320131343955
rt_daysOfSalesOutstanding,0.12397396297032837
km_freeCashFlowPerShare,0.1208380816563357
km_operatingCashFlowPerShare,0.1208380816563357
rt_receivablesTurnover,0.12062431356488239
rt_returnOnEquity,0.1015924236094445
rt_returnOnAssets,0.09296433534227323
rt_currentRatio,0.07997185321505583
rt_quickRatio,0.07997185321505583
km_roic,0.07868240965703838
km_bookValuePerShare,0.07595733359024984
rt_debtEquityRatio,0.07559825586605581
km_debtToEquity,0.07559825586605581
revenue_surprise_pct,0.07449507791708307
rt_debtRatio,0.06903502197589981
km_revenuePerShare,0.05620600668223617
km_priceToSalesRatio,0.05496349983992294
km_cashPerShare,0.04982742169795236
km_peRatio,0.04592149166062713
rt_priceEarningsRatio,0.04592149166062713
km_earningsYield,0.0438989873045989
km_marketCap,0.04287085352145678
rt_dividendYield,0.04254494688594089
eps_surprise_pct,0.03885153488311813
rt_interestCoverage,0.03559476022602025
rt_assetTurnover,0.03383854541891591
rt_returnOnCapitalEmployed,0.03281487496618733
rt_cashRatio,0.0319364202622314
km_enterpriseValue,0.02669296675744204
rt_grossProfitMargin,0.025230283899666663
rt_priceFairValue,0.021783243706975042
km_pbRatio,0.021783243706975042
km_evToSales,0.021604469153774678
rt_enterpriseValueMultiple,0.011982492914051294
km_enterpriseValueOverEBITDA,0.011982492914051294
rt_payoutRatio,0.011899843853021345
rt_ebitPerRevenue,0.00899285755259328
rt_operatingProfitMargin,0.00899285755259328
rt_netProfitMargin,0.005821300898530229
km_netDebtToEBITDA,0.0003909975193290869
