ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,news_folder_date,phase,publishedDate,site,publisher,url,title,text
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-14 04:00:27,pymnts.com,PYMNTS,https://www.pymnts.com/news/retail/2021/mastercards-saxena-walgreens-deal-addresses-dual-priorities-of-payments-and-healthcare/,Mastercard's Saxena: Walgreens Deal Addresses Dual Priorities Of Payments And Healthcare,"Mastercard's Saxena: Walgreens Deal Addresses Dual Priorities Of Payments And Healthcare
The relationship announced Wednesday (Jan. 13) between Walgreens, Mastercard and Synchrony is more than a standard co-brand deal. The three companies will now team up to provide a mix of data, payment vehicles and loyalty program enhancements."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-14 11:17:11,zacks.com,Zacks Investment Research,https://www.zacks.com/stock/news/1246666/stocks-to-gain-from-small-business-shift-to-digitization,Stocks to Gain From Small Business Shift to Digitization,"Stocks to Gain From Small Business Shift to Digitization
Companies in the payments ecosystem serving small businesses are poised to gain from their increasing inclination toward business digitization."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-14 12:47:28,zacks.com,Zacks Investment Research,https://www.zacks.com/stock/news/1246795/warren-buffetts-5-most-spectacular-earnings-charts,Warren Buffett's 5 Most Spectacular Earnings Charts,"Warren Buffett's 5 Most Spectacular Earnings Charts
Did you know that Berkshire Hathaway has positions in companies that have some of the best earnings surprise charts on the Street?"
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-15 05:51:00,fool.com,The Motley Fool,https://www.fool.com/investing/2021/01/15/4-sp-500-stocks-to-buy-make-you-richer-in-2021/,4 S&P 500 Stocks to Buy That'll Make You Richer in 2021,"4 S&P 500 Stocks to Buy That'll Make You Richer in 2021
The stock market's benchmark index is packed with big-time value."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-15 09:02:00,businesswire.com,Business Wire,https://www.businesswire.com/news/home/20210115005303/en/Mastercard-Incorporated-to-Host-Conference-Call-on-Fourth-Quarter-and-Full-Year-2020-Financial-Results/,Mastercard Incorporated to Host Conference Call on Fourth-Quarter and Full-Year 2020 Financial Results,"Mastercard Incorporated to Host Conference Call on Fourth-Quarter and Full-Year 2020 Financial Results
PURCHASE, N.Y.--(BUSINESS WIRE)--On Thursday, January 28, 2021, Mastercard Incorporated (NYSE: MA) will release its fourth-quarter and full-year 2020 financial results."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-15 09:02:00,businesswire.com,Business Wire,http://www.businesswire.com/news/home/20210115005303/en/Mastercard-Incorporated-to-Host-Conference-Call-on-Fourth-Quarter-and-Full-Year-2020-Financial-Results,Mastercard Incorporated to Host Conference Call on Fourth-Quarter and Full-Year 2020 Financial Results,"Mastercard Incorporated to Host Conference Call on Fourth-Quarter and Full-Year 2020 Financial Results
PURCHASE, N.Y.--(BUSINESS WIRE)--On Thursday, January 28, 2021, Mastercard Incorporated (NYSE: MA) will release its fourth-quarter and full-year 2020 financial results. The company will host a conference call to discuss these results at 9:00 a.m. Eastern Time. The financial results will be posted on the company’s website at investor.mastercard.com. The company will issue an alert over a news wire when the earnings materials are publicly available, including a link to those documents. Conference Call Details: U.S. dial-in: 833 714 0894 International dial-in (outside the U.S.): +1 778 560 2664 U.K. local dial-in: 02035478612 Conference ID: 5773008 A replay of the call will be available for 30 days and can be accessed below: U.S. dial-in: 800 585 8367 International dial-in (outside the U.S.): +1 416 621 4642 Conference ID: 5773008 A webcast for this call can also be accessed at investor.mastercard.com. About Mastercard Incorporated (NYSE: MA), www.mastercard.com Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-15 09:02:00,businesswire.com,Business Wire,https://www.businesswire.com/news/home/20210115005303/en/Mastercard-Incorporated-to-Host-Conference-Call-on-Fourth-Quarter-and-Full-Year-2020-Financial-Results,Mastercard Incorporated to Host Conference Call on Fourth-Quarter and Full-Year 2020 Financial Results,"Mastercard Incorporated to Host Conference Call on Fourth-Quarter and Full-Year 2020 Financial Results
PURCHASE, N.Y.--(BUSINESS WIRE)--On Thursday, January 28, 2021, Mastercard Incorporated (NYSE: MA) will release its fourth-quarter and full-year 2020 financial results. The company will host a conference call to discuss these results at 9:00 a.m. Eastern Time. The financial results will be posted on the company’s website at investor.mastercard.com. The company will issue an alert over a news wire when the earnings materials are publicly available, including a link to those documents. Conference Call Details: U.S. dial-in: 833 714 0894 International dial-in (outside the U.S.): +1 778 560 2664 U.K. local dial-in: 02035478612 Conference ID: 5773008 A replay of the call will be available for 30 days and can be accessed below: U.S. dial-in: 800 585 8367 International dial-in (outside the U.S.): +1 416 621 4642 Conference ID: 5773008 A webcast for this call can also be accessed at investor.mastercard.com. About Mastercard Incorporated (NYSE: MA), www.mastercard.com Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-18 10:32:04,zacks.com,Zacks Investment Research,https://www.zacks.com/stock/news/1248117/mastercard-ma-to-accelerate-digitization-in-asia-pacific-smes,Mastercard (MA) to Accelerate Digitization in Asia Pacific SMEs,"Mastercard (MA) to Accelerate Digitization in Asia Pacific SMEs
Mastercard (MA) unveils a resource center in a bid to assist SMEs across Asia Pacific with faster adoption of digital means."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-19 06:36:00,fool.com,The Motley Fool,https://www.fool.com/investing/2021/01/19/the-5-fastest-growing-buffett-stocks-in-2021/,The 5 Fastest-Growing Buffett Stocks in 2021,"The 5 Fastest-Growing Buffett Stocks in 2021
Wall Street is expecting sales growth ranging between 18% and 89% for these Warren Buffett holdings."
MA,2021-01-28,2021-01-28,,2021-01-28,2021-01-28T09:00:00-05:00,0,2021-01-28,pre,2021-01-19 11:17:10,zacks.com,Zacks Investment Research,https://www.zacks.com/stock/news/1248685/mastercard-ma-ties-up-to-offer-card-payment-solutions-in-france,Mastercard (MA) Ties Up to Offer Card Payment Solutions in France,"Mastercard (MA) Ties Up to Offer Card Payment Solutions in France
Mastercard (MA) ties up with FrenchSys, which will enable rapid deployment of Mastercard's advanced card payment technologies across France."
