ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,news_folder_date,phase,publishedDate,site,publisher,url,title,text
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-15 06:45:00,prnewswire.com,PRNewsWire,https://www.prnewswire.com/news-releases/lilly-announces-30-million-limited-partner-investment-in-unseen-capital-health-fund-301209062.html,Lilly Announces $30 Million Limited Partner Investment in Unseen Capital Health Fund,"Lilly Announces $30 Million Limited Partner Investment in Unseen Capital Health Fund
INDIANAPOLIS, Jan. 15, 2021 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) today announced a $30 million limited partner investment in Unseen Capital Health Fund LP, a newly-formed venture fund created by racially diverse and historically underrepresented business leaders that is..."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-15 17:02:00,prnewswire.com,PRNewsWire,https://www.prnewswire.com/news-releases/lilly-confirms-date-and-conference-call-for-fourth-quarter-2020-financial-results-announcement-301209566.html,Lilly Confirms Date and Conference Call for Fourth-Quarter 2020 Financial Results Announcement,"Lilly Confirms Date and Conference Call for Fourth-Quarter 2020 Financial Results Announcement
INDIANAPOLIS, Jan. 15, 2021 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) will announce its fourth-quarter and full-year 2020 financial results on Friday, January 29, 2021. Lilly will also conduct a conference call on that day with the investment community and media to further detail..."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-18 13:52:03,seekingalpha.com,Seeking Alpha,https://seekingalpha.com/article/4399528-dividend-growth-pharmaceuticals-for-2021,Dividend Growth Pharmaceuticals For 2021,"Dividend Growth Pharmaceuticals For 2021
Merck and Amgen are major pharmaceuticals that experienced slowing sales in the mid 2010s due to patent expirations and biosimilar competition. However, Merck recently experienced strong bottom line growth due to their expanding oncology and vaccine divisions."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-19 06:30:00,prnewswire.com,PRNewsWire,https://www.prnewswire.com/news-releases/lilly-and-merus-nv-announce-collaboration-to-discover-novel-t-cell-re-directing-bispecific-antibodies-301210513.html,Lilly and Merus NV Announce Collaboration to Discover Novel T-Cell Re-Directing Bispecific Antibodies,"Lilly and Merus NV Announce Collaboration to Discover Novel T-Cell Re-Directing Bispecific Antibodies
INDIANAPOLIS and UTRECHT, The Netherlands, Jan. 19, 2021 /PRNewswire/ -- Loxo Oncology at Lilly, a research and development group of Eli Lilly and Company (NYSE: LLY), and Merus N.V. (NASDAQ: MRUS), a clinical-stage oncology company developing multi-specific antibodies, today announced a..."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-19 08:05:00,barrons.com,Barron's,https://www.barrons.com/articles/eli-lilly-stock-is-still-pricey-why-it-might-be-a-buy-51611061529,Eli Lilly Stock Is Still Pricey. Why It Might Be a Buy.,"Eli Lilly Stock Is Still Pricey. Why It Might Be a Buy.
After its Alzheimer's trial success, an analyst at Miuzho upgraded Eli Lilly shares from Hold to Buy."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-19 09:05:12,seekingalpha.com,Seeking Alpha,https://seekingalpha.com/article/4399114-invest-like-billionaire-high-yield-thw,Invest Like A Billionaire With High Yield: THW,"Invest Like A Billionaire With High Yield: THW
Invest Like A Billionaire With High Yield: THW"
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-19 14:42:32,benzinga.com,Benzinga,https://www.benzinga.com/analyst-ratings/analyst-color/21/01/19217446/lilly-awash-in-catalysts-pipeline-updates-mizuho-says-in-upgrade,"Lilly Awash In Catalysts, Pipeline Updates, Mizuho Says In Upgrade","Lilly Awash In Catalysts, Pipeline Updates, Mizuho Says In Upgrade
Eli Lilly And Co (NYSE: LLY) received an upgrade from a Mizuho Securities analyst ahead of a key data readout in March. The Lilly Analyst: Vamil Divan upgraded Lilly shares from Neutral to Buy and increased the price target from $164 to $222."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-20 06:47:04,zacks.com,Zacks Investment Research,https://www.zacks.com/stock/news/1248924/lilly-lly-inks-deal-with-merus-to-discover-cancer-antibodies,Lilly (LLY) Inks Deal With Merus to Discover Cancer Antibodies,"Lilly (LLY) Inks Deal With Merus to Discover Cancer Antibodies
Eli Lilly (LLY) signs a deal with Merus to develop novel T-cell re-directing bispecific antibodies. While Merus will lead early-stage development, Loxo Oncology will take care of further development and commercialization."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-20 07:35:09,marketwatch.com,Market Watch,https://www.marketwatch.com/story/lilly-signs-cancer-drug-deal-worth-up-to-16-billion-2021-01-20,Lilly signs cancer drug deal worth up to $1.6 billion,"Lilly signs cancer drug deal worth up to $1.6 billion
Shares of Eli Lilly & Co. gained 0.8% in premarket trading on Wednesday, the day after the drugmaker announced a deal worth up to $1.6 billion with Merus to develop three antibody therapies aimed at treating cancer. The Dutch company's stock was down 5.1% in premarket trading on Wednesday."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-21 06:15:00,fool.com,The Motley Fool,https://www.fool.com/investing/2021/01/21/3-top-stocks-for-retirees/,3 Top Stocks for Retirees,"3 Top Stocks for Retirees
Investors can buy and hold these stocks without losing sleep at night."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-21 13:32:00,fool.com,The Motley Fool,https://www.fool.com/investing/2021/01/21/eli-lillys-antibody-reduces-covid-19-risk-by-80-in/,Eli Lilly's Antibody Reduces COVID-19 Risk by 80% in Nursing Homes,"Eli Lilly's Antibody Reduces COVID-19 Risk by 80% in Nursing Homes
Results of a clinical trial suggest pre-emptive treatment with bamlanivimab can prevent COVID-19 from spreading through nursing homes."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-22 00:43:06,seekingalpha.com,Seeking Alpha,https://seekingalpha.com/article/4400329-treating-causes-of-alzheimers-disease-case-for-anavex-2minus-73,Treating The Causes Of Alzheimer's Disease: The Case For Anavex 2-73,"Treating The Causes Of Alzheimer's Disease: The Case For Anavex 2-73
Eli Lilly recently released generally positive results for its anti-amyloid drug donanemab. Drugs that directly or indirectly target amyloid oligomers which activate various receptors appear to have little effect on non-ApoE4 carriers and only a modest effect on ApoE4 carriers."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-22 08:55:00,prnewswire.com,PRNewsWire,https://www.prnewswire.com/news-releases/lilly-completes-acquisition-of-prevail-therapeutics-301213219.html,Lilly Completes Acquisition of Prevail Therapeutics,"Lilly Completes Acquisition of Prevail Therapeutics
INDIANAPOLIS, Jan. 22, 2021 /PRNewswire/ -- Eli Lilly and Company (NYSE:LLY) today announced the successful completion of its acquisition of Prevail Therapeutics Inc. (NASDAQ: PRVL). The acquisition establishes a new modality for drug discovery and development at Lilly, extending Lilly's..."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-22 10:32:12,zacks.com,Zacks Investment Research,https://www.zacks.com/stock/news/1250485/lillys-lly-bamlanivimab-lowers-covid-19-risk-in-nursing-homes,Lilly's (LLY) Bamlanivimab Lowers COVID-19 Risk in Nursing Homes,"Lilly's (LLY) Bamlanivimab Lowers COVID-19 Risk in Nursing Homes
Eli Lilly's (LLY) COVID-19 antibody drug bamlanivimab (LY-CoV555) reduces risk of contracting symptomatic COVID-19 infection by 80% at nursing homes in the United States."
LLY,2021-01-29,2021-01-29,,2021-01-29,2021-01-29T09:00:00-05:00,0,2021-01-29,pre,2021-01-24 06:45:00,fool.com,The Motley Fool,https://www.fool.com/investing/2021/01/24/3-top-healthcare-stocks-that-can-make-you-richer-i/,3 Top Healthcare Stocks That Can Make You Richer in 2021 (and Beyond),"3 Top Healthcare Stocks That Can Make You Richer in 2021 (and Beyond)
The future is bright for these three companies and investors who buy today could win big."
