earnings_date,fiscalYear,period,transcript_dir,symbol,fiscal_period_end,calendarYear,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
2021-01-26,2020,Q4,data/JNJ/transcripts/2021-01-26,JNJ,2020-12-31,2020,1.205775068834867,0.9858800272986139,0.3291130303814746,54.36440489432703,107.62221653442539,161.98662142875241,109.47658049654467,52.51004093220776,0.6523248053392658,0.18562847608453836,0.07328142380422692,0.07733036707452726,-0.05525197328476017,0.009937447825540041,0.02746610196276747,0.031510336024652384,1.0552519732847603,0.3947746883988495,0.18562847608453836,0.20164213752329982,0.557318499320459,0.34025627391490204,0.3578705958759539,47.95402298850575,0.23657347019792435,2.763898985429375,1.655494991160872,0.8220936349289848,0.8362585616438356,1.1976446765426836,0.12850640959666998,3.1692163226606374,2.666654510976588,9.566907957114726,1.5293440736478712,0.3712124582869855,0.8414239482200647,0.23657347019792435,3.171037628278221,6.3061224489795915,2.095704596834966,1.5293440736478712,6.547374104112014,6.547374104112014,18.434026187319244,59.59504294591485,59.01776902564102,49.658964228694714,49.658964228694714,-1.1659899706809427,18.434026187319244,0.006415567461860121,118.55899253130103,6.547374104112014
2021-04-20,2021,Q1,data/JNJ/transcripts/2021-04-20,JNJ,2021-04-04,2021,1.2834212840809147,1.0402863285449038,0.3095622007231506,60.23117243851082,126.8129689933456,187.04414143185642,108.34914342347444,78.69499800838197,0.6835715245732719,0.3067962904887774,0.33282559025133285,0.2776309305138659,0.16583658635078746,0.03591277085252989,0.09413069234741926,0.05202659069325736,0.8341634136492125,1.0848422897196262,0.3067962904887774,0.19479360443215865,0.5105720448400523,0.31492138152075505,0.33799913521775415,108.6984126984127,0.12120310594115372,2.6210924446334722,1.4942428705315303,0.8306480065859109,0.7097065916398714,1.2152773996842163,0.12935435827002092,1.5474596061384844,1.2903093475828256,9.351229269396992,0.4290785864127804,0.1825187043591237,0.8338242513500246,0.12120310594115372,1.2161194029850746,6.017725258493353,1.2212230215827338,0.4290785864127804,6.535566544034998,6.535566544034998,19.27612955781551,17.357692748910765,126.6595489726229,105.61180359842906,105.61180359842906,0.06778743913775802,19.27612955781551,0.00617994846175201,48.07207413807799,6.535566544034998
2021-07-21,2021,Q2,data/JNJ/transcripts/2021-07-21,JNJ,2021-07-04,2021,1.3886263267994112,1.1277859559412204,0.3701350688257018,57.41206245710364,119.81020166073547,177.2222641178391,103.2502965599051,73.97196755793401,0.6745452985586822,0.2727350720658888,0.2857755662319835,0.26930336307481123,0.05764034824377064,0.03558150079347087,0.09022707674619143,0.04616646940509298,0.9423596517562294,1.0478137779175842,0.2727350720658888,0.1897698934481977,0.4812158666283415,0.30343377715487035,0.3248789575308307,158.95,0.1587074037571305,2.535786145444093,1.5676148207921459,0.8716681985294118,0.7511881188118812,1.2511807642765136,0.132124234867377,2.0190053985787935,1.7101135301097383,9.614781824696076,0.444568333864288,0.2279512697323267,0.8470079036507339,0.1587074037571305,1.6747557516545855,6.536285362853628,1.474472807991121,0.444568333864288,6.391973285714285,6.391973285714285,19.078307361873712,17.71079568413507,98.812153125972,83.69467467444485,83.69467467444485,13.87345661923924,19.078307361873712,0.006275386236070157,54.31501009483667,6.391973285714285
2021-10-19,2021,Q3,data/JNJ/transcripts/2021-10-19,JNJ,2021-10-03,2021,1.3439779179102802,1.110881712708422,0.39505397096115435,57.50235667152284,128.94206896551725,186.4444256370401,111.24,75.20442563704009,0.6893478447167709,0.29419830319650353,0.16492415802553775,0.15712571771360015,0.04728500909327098,0.0204599727721115,0.05218294626593807,0.0509850223143012,0.9527149909067291,0.5605884066414215,0.29419830319650353,0.18930077889615463,0.4828096539162113,0.30009362363299535,0.3256046065259117,343.3,0.24434095732138647,2.5504895264116576,1.5651532425725974,0.8090614886731392,0.6979878694521998,1.2630154778655698,0.1302140290579597,3.1489781964597734,2.865228291422928,11.775810985337689,0.7611126261248977,0.355214671351444,0.909891435464415,0.24434095732138647,2.1827277514481307,11.09772423025435,2.3431317128321085,0.7611126261248977,5.9648590050091075,5.9648590050091075,17.96051812494644,28.576668393782384,55.56974307304786,50.56243329312425,50.56243329312425,-0.6869946543151726,17.96051812494644,0.006658514348461437,76.62969769487947,5.9648590050091075
2022-01-25,2021,Q4,data/JNJ/transcripts/2022-01-25,JNJ,2021-12-31,2021,1.3483173395834254,1.1186485649847433,0.32032459204882147,68.88243831640058,117.51477058453803,186.3972089009386,125.07228158390949,61.32492731702912,0.6792855990969199,0.18041444928237382,0.1949685534591195,0.1909369456539268,0.0206782464846981,0.026019404674262985,0.06398011428880213,0.03271390139774256,0.9793217535153019,1.0806703910614526,0.18041444928237382,0.18542671603907307,0.45595287951042246,0.28829513114375815,0.31316458515040735,74.58333333333333,0.1698320049776303,2.4589384380530377,1.306573957016435,0.7195838986883764,0.7658611726196207,1.308089863938403,0.13627223681174389,2.1803257175352275,1.6420910890787819,12.022982428446175,0.5893158783783784,0.23109175939364618,0.7531402651779484,0.1698320049776303,1.522039298990972,4.050883392226148,1.3628150261531147,0.5893158783783784,6.075639227672481,6.075639227672481,18.131633710288664,23.740342195418073,104.17814281908733,78.46075410851361,78.46075410851361,0.8048555036983196,18.131633710288664,0.006205848609167451,69.59505008903398,6.075639227672481
2022-04-19,2022,Q1,data/JNJ/transcripts/2022-04-19,JNJ,2022-04-03,2022,1.3925789352385343,1.139294768379811,0.24113851117769072,59.91035601468454,130.17899447222953,190.08935048691407,110.26717557251908,79.82217491439499,0.6756595236062495,0.2611628105523777,0.2502347818663024,0.2197985144711005,0.12163084271579666,0.028869389700316783,0.06892074582714265,0.045330270810950986,0.8783691572842034,0.9581562602157568,0.2611628105523777,0.18585405511479913,0.44369486942670894,0.2785921205098494,0.3073328573945131,611.8,0.12003740798841558,2.3873295051466354,1.5022444529947416,0.8161993769470405,0.6913557779799818,1.2526602855462274,0.13134478988534104,1.513282198416055,1.2824296489215725,11.557079528893459,0.5412701495436008,0.16985400836677197,0.8474491078160342,0.12003740798841558,0.9259948801489412,6.555189456342669,1.172362993517973,0.5412701495436008,6.210863409763214,6.210863409763214,19.807367646205073,22.52900536414838,137.60598887307236,116.6140725006283,116.6140725006283,2.5345131034666957,19.807367646205073,0.006006369797454008,63.69485597173145,6.210863409763214
2022-07-19,2022,Q2,data/JNJ/transcripts/2022-07-19,JNJ,2022-07-03,2022,1.4244885210057785,1.1693179536378038,0.2450413868499141,60.470857618651124,129.9823210001263,190.45317861877737,110.97992170728628,79.4732569114911,0.6703164029975021,0.2694421315570358,0.24313072439633637,0.20041631973355536,0.17568493150684933,0.02708694380049965,0.06304595518420053,0.04869717011655117,0.8243150684931507,0.9023485784919654,0.2694421315570358,0.18341360761630393,0.426902576057205,0.27035136503932194,0.29918130587220293,170.31578947368422,0.17121207473080344,2.3275403695797374,1.488320218105211,0.8109575012800819,0.6924018536329457,1.3087065489811485,0.13515338389862933,2.1228345642046196,1.7945768632713486,12.387829436842154,0.6171582883257166,0.23234804329725228,0.8453682135817954,0.17121207473080344,1.2963995354239257,6.466975666280417,1.4556598852373501,0.6171582883257166,6.181015815707793,6.181015815707793,19.648785372189842,24.509961811383466,100.03472332344214,84.56617535208746,84.56617535208746,-3.695348088485512,19.648785372189842,0.0062949739893013845,64.75699614799265,6.181015815707793
2022-10-18,2022,Q3,data/JNJ/transcripts/2022-10-18,JNJ,2022-10-02,2022,1.4324045407636739,1.1760534000834377,0.249324813912127,71.51930386077215,170.2446532728451,241.76395713361728,148.050874918989,93.71308221462829,0.6913382676535307,0.28325665133026606,0.2586517303460692,0.22294458891778357,0.16666666666666666,0.02545624814417213,0.05975951420260325,0.043710111821949206,0.8619489559164734,0.913135593220339,0.28325665133026606,0.18288184372216257,0.4293221088754541,0.2700827772450637,0.3003676401628121,111.05882352941177,0.19620944827801542,2.347538170752959,1.2584015103838893,0.6078991431104107,0.5286509635974304,1.1015866020273248,0.1141819510746671,2.4013310496996043,2.0375393311582255,13.022749974970212,0.6662180349932705,0.3142628525705141,0.8485041374920432,0.19620944827801542,1.4204339963833634,6.600840336134453,1.6022437531871494,0.6662180349932705,5.724944602474563,5.724944602474563,21.35802872574515,23.94992947510094,80.09661335333834,67.96230782940802,67.96230782940802,-3.3714131491872825,21.35802872574515,0.006954279715999692,64.81574151708165,5.724944602474563
2023-01-24,2022,Q4,data/JNJ/transcripts/2023-01-24,JNJ,2022-12-31,2022,0.9908963836421634,0.8068886419841583,0.23097738432314255,64.21791951404708,119.01094655505473,183.2288660691018,114.61815840309079,68.61070766601101,0.6724457943136759,0.164726229646503,0.1772125200371214,0.1484856154560027,0.16210426089026422,0.018785556468742328,0.04583094630487995,0.029678664802091567,0.8378957391097358,1.0758002560819462,0.164726229646503,0.21156165611758052,0.51614499244831,0.25929212074452695,0.3404324751386909,22.062146892655367,0.13495787296301903,2.439690641112442,1.4014779781259237,0.7852158964506016,0.7562329567588625,1.3183183183183182,0.1265143186500016,2.0469873511486276,1.4397782060508946,8.525032742232257,0.8392045454545455,0.22568126212773137,0.7033644859813084,0.13495787296301903,0.4194104735026654,3.3711405166981727,1.1781545914996696,0.8392045454545455,6.011300323550857,6.011300323550857,19.47574074284991,32.79061861150568,122.69250865001328,86.29755328037383,86.29755328037383,-1.5926871897017048,19.47574074284991,0.006398206110390996,79.42193659349593,6.011300323550857
2023-04-18,2023,Q1,data/JNJ/transcripts/2023-04-18,JNJ,2023-04-02,2023,1.0665032382025077,0.8543388600864625,0.3175260464114753,70.42691681822532,172.3956931359354,242.82260995416073,133.36473755047106,109.45787240368966,0.6799559682205418,0.29893749401742126,-0.06159663061165885,-0.0032545228295204364,0.6184926184926185,-0.00034699365716006104,-0.0009595168550424022,0.046063305702233104,0.05283605283605284,-0.20605187319884727,0.29893749401742126,0.26997637381422573,0.7465464448489466,0.3301416864372336,0.42744150723888313,29.462264150943398,0.06156085206116393,2.7652288024383016,1.277920489296636,0.6748410535876476,0.5220548052150832,1.0356895013383562,0.10661890401032817,1.2500479754365765,0.918825561312608,9.44655536365381,-43.26470588235294,0.15588207140805974,0.7350322382560639,0.06156085206116393,0.18115579286945882,3.7740440324449596,0.8559789750328515,-43.26470588235294,5.76659293908479,5.76659293908479,19.559331626304203,-1502.473069852941,170.70704887218045,125.47518421860607,125.47518421860607,14.6981061181266,19.559331626304203,0.007198915366680682,549.5772360248448,5.76659293908479
