,abs_corr_with_target
km_roic,0.46808978131570256
rt_returnOnAssets,0.4530797552092995
rt_returnOnCapitalEmployed,0.4192871438524551
rt_returnOnEquity,0.4046846669047479
rt_debtRatio,0.3994396592897591
rt_netProfitMargin,0.3591365389666034
rt_cashRatio,0.34487147130026863
rt_assetTurnover,0.3202718713030338
rt_cashFlowToDebtRatio,0.29769090079285415
km_revenuePerShare,0.2898004203725886
km_capexToRevenue,0.28772931525703127
km_bookValuePerShare,0.2738325764033988
eps_surprise_pct,0.26369608148126683
km_enterpriseValue,0.2504263452141057
rt_effectiveTaxRate,0.24940037407411875
rt_priceEarningsRatio,0.24604083617233
km_peRatio,0.24604083617233
km_marketCap,0.2459124397310674
rt_receivablesTurnover,0.2458554946670892
rt_debtEquityRatio,0.24570733923940133
km_debtToEquity,0.24570733923940133
km_cashPerShare,0.245313550777017
rt_daysOfSalesOutstanding,0.2373461718062502
rt_cashConversionCycle,0.22447927342950405
rt_quickRatio,0.21822646871221388
rt_currentRatio,0.21822646871221388
km_pbRatio,0.21594008108328047
rt_priceFairValue,0.21594008108328047
km_operatingCashFlowPerShare,0.21113035763408594
km_incomeQuality,0.20526752751385433
km_freeCashFlowPerShare,0.1992944848709309
rt_dividendYield,0.19771180175905456
km_earningsYield,0.19684571878645993
rt_ebitPerRevenue,0.16149580222205498
rt_operatingProfitMargin,0.16149580222205498
rt_grossProfitMargin,0.14909171939132074
revenue_surprise_pct,0.13985671382450696
rt_interestCoverage,0.1345767912681827
rt_payoutRatio,0.13163760033380645
rt_enterpriseValueMultiple,0.11582248727158448
km_enterpriseValueOverEBITDA,0.11582248727158448
km_priceToSalesRatio,0.07996228121190796
rt_daysOfPayablesOutstanding,0.07776999160131774
km_evToSales,0.07683308517872003
km_netDebtToEBITDA,0.0634497832016963
rt_operatingCashFlowSalesRatio,0.0568665659252596
rt_priceToFreeCashFlowsRatio,0.021877684976210773
km_pfcfRatio,0.021877684976210773
km_freeCashFlowYield,0.007516003442660271
rt_priceToOperatingCashFlowsRatio,0.007312520604242363
km_pocfratio,0.007312520604242363
