,abs_corr_with_target
km_freeCashFlowYield,0.5794971364359331
km_incomeQuality,0.4604798837134714
km_earningsYield,0.3009888015730884
rt_priceFairValue,0.2872934222265794
km_pbRatio,0.2872934222265794
km_priceToSalesRatio,0.2680207823754101
km_evToSales,0.26074636334029067
km_marketCap,0.2438321574499445
km_enterpriseValue,0.2407193372264968
rt_cashRatio,0.23044306830884126
rt_interestCoverage,0.2283627481208291
rt_operatingCashFlowSalesRatio,0.21562948874995644
rt_grossProfitMargin,0.1768336673906346
rt_returnOnEquity,0.15765928216553177
km_netDebtToEBITDA,0.1508704425933858
rt_returnOnAssets,0.15016199840481212
rt_netProfitMargin,0.14563152173910962
rt_cashConversionCycle,0.14229263743424198
rt_daysOfPayablesOutstanding,0.13647907928800576
rt_returnOnCapitalEmployed,0.12441182045805853
rt_enterpriseValueMultiple,0.1213521133004287
km_enterpriseValueOverEBITDA,0.1213521133004287
rt_operatingProfitMargin,0.1199936080088311
rt_ebitPerRevenue,0.1199936080088311
km_roic,0.11748162382856371
rt_currentRatio,0.11598018159003867
rt_quickRatio,0.11598018159003867
revenue_surprise_pct,0.11040813058953247
rt_effectiveTaxRate,0.08500851636429087
rt_priceToFreeCashFlowsRatio,0.08167222785786678
km_pfcfRatio,0.08167222785786678
km_researchAndDdevelopementToRevenue,0.07917860227268828
rt_priceToOperatingCashFlowsRatio,0.07789162551994291
km_pocfratio,0.07789162551994291
rt_daysOfSalesOutstanding,0.0763788117074698
rt_assetTurnover,0.07475924883433485
km_revenuePerShare,0.06902785896159501
km_capexToRevenue,0.06596744412709271
km_freeCashFlowPerShare,0.061801481072436
km_operatingCashFlowPerShare,0.06006248335775907
rt_priceEarningsRatio,0.038234648796635844
km_peRatio,0.038234648796635844
km_cashPerShare,0.03768491466332135
rt_debtEquityRatio,0.02909807901208448
km_debtToEquity,0.02909807901208448
km_bookValuePerShare,0.027879405920114765
eps_surprise_pct,0.01639445337050477
rt_debtRatio,0.014257677735467886
rt_receivablesTurnover,0.009894599692624618
rt_cashFlowToDebtRatio,0.0015102551317240462
