ticker,earnings_date,day0_date,tr_lm_constr_prop__all__all,tr_lm_constr_prop__prepared__all,tr_lm_constr_prop__qa__all,tr_lm_lit_prop__all__all,tr_lm_lit_prop__prepared__all,tr_lm_lit_prop__qa__all,tr_lm_neg_prop__all__all,tr_lm_neg_prop__prepared__all,tr_lm_neg_prop__qa__all,tr_lm_pos_prop__all__all,tr_lm_pos_prop__prepared__all,tr_lm_pos_prop__qa__all,tr_lm_tone__all__all,tr_lm_tone__prepared__all,tr_lm_tone__qa__all,tr_lm_unc_prop__all__all,tr_lm_unc_prop__prepared__all,tr_lm_unc_prop__qa__all,tr_n_tokens__all__all,tr_n_tokens__prepared__all,tr_n_tokens__qa__all
MSFT,2021-01-26,2021-01-27,0.0023747328425552127,0.0013745704467353953,0.002902757619738752,0.0023747328425552127,0.0013745704467353953,0.002902757619738752,0.0068867252434101165,0.005498281786941581,0.007619738751814224,0.037045832343861315,0.029553264604810996,0.04100145137880987,0.0301591071004512,0.024054982817869417,0.033381712626995644,0.016148183329375444,0.010309278350515464,0.019230769230769232,8422.0,2910.0,5512.0
MSFT,2021-04-27,2021-04-28,0.0022237046920169003,0.0012391573729863693,0.002774887270204648,0.0022237046920169003,0.0012391573729863693,0.002774887270204648,0.01089615299088281,0.006815365551425031,0.013180714533472077,0.03157660662663998,0.02973977695167286,0.03260492542490461,0.02068045363575717,0.02292441140024783,0.019424210891432536,0.01623304425172337,0.013011152416356878,0.018036767256330213,8994.0,3228.0,5766.0
MSFT,2021-07-27,2021-07-28,0.0057444852941176475,0.0026827632461435278,0.007340090877315624,0.004136029411764706,0.0006706908115358819,0.005941978329255505,0.012408088235294117,0.0026827632461435278,0.017476406850751487,0.03354779411764706,0.03286384976525822,0.03390422929045788,0.021139705882352942,0.030181086519114688,0.016427822439706398,0.014705882352941176,0.01006036217303823,0.017126878713736457,8704.0,2982.0,5722.0
MSFT,2021-10-26,2021-10-27,0.004710632570659489,0.0013802622498274672,0.006314390162844799,0.002018842530282638,0.0006901311249137336,0.0026586905948820204,0.010767160161507403,0.003450655624568668,0.014290461947490861,0.03275011215791835,0.031055900621118012,0.03356596876038551,0.021982951996410947,0.027605244996549344,0.01927550681289465,0.01502916105877075,0.00966183574879227,0.017613825191093387,8916.0,2898.0,6018.0
MSFT,2022-01-25,2022-01-26,0.0039011703511053317,0.0018303843807199512,0.005042016806722689,0.001517121803207629,0.0006101281269066504,0.0020168067226890756,0.008019072388383182,0.006711409395973154,0.008739495798319327,0.03315994798439532,0.023794996949359364,0.03831932773109244,0.025140875596012136,0.017083587553386213,0.02957983193277311,0.013220632856523624,0.008541793776693106,0.015798319327731094,9228.0,3278.0,5950.0
MSFT,2022-04-26,2022-04-27,0.0034527406128614588,0.002181818181818182,0.003988953666768947,0.002589555459646094,0.0007272727272727272,0.0033752684872660325,0.013595166163141994,0.005090909090909091,0.01718318502608162,0.028269313767803193,0.027636363636363636,0.028536360846885548,0.0146741476046612,0.022545454545454546,0.011353175820803928,0.01855848079413034,0.010181818181818183,0.02209266646210494,9268.0,2750.0,6518.0
MSFT,2022-07-26,2022-07-27,0.0028831226436016855,0.002036659877800407,0.0032938076416337285,0.003104901308494123,0.0006788866259334691,0.004281949934123847,0.016411621202040365,0.009504412763068567,0.019762845849802372,0.024839210467952982,0.032586558044806514,0.021080368906455864,0.00842758926591262,0.02308214528173795,0.0013175230566534915,0.01419383455311599,0.008146639511201629,0.017127799736495388,9018.0,2946.0,6072.0
MSFT,2022-10-25,2022-10-26,0.00149508756941478,0.000708215297450425,0.001834862385321101,0.0017086715079026058,0.002124645892351275,0.0015290519877675841,0.015805211448099103,0.0028328611898017,0.021406727828746176,0.02797949594190517,0.025495750708215296,0.0290519877675841,0.012174284493806066,0.0226628895184136,0.00764525993883792,0.017727466894489535,0.012039660056657223,0.02018348623853211,9364.0,2824.0,6540.0
MSFT,2023-01-24,2023-01-25,0.002069441250862267,0.0007168458781362007,0.002708192281651997,0.002299379167624741,0.002867383512544803,0.002031144211238998,0.01724534375718556,0.004301075268817204,0.023358158429248477,0.02391354334329731,0.02795698924731183,0.022004062288422478,0.00666819958611175,0.023655913978494623,-0.0013540961408259986,0.017935157507472984,0.010752688172043012,0.02132701421800948,8698.0,2790.0,5908.0
MSFT,2023-04-25,2023-04-26,0.0038305543037404238,0.001364256480218281,0.0050471063257065945,0.0033799008562415502,0.001364256480218281,0.004374158815612382,0.010139702568724651,0.0034106412005457027,0.013458950201884253,0.03064443442992339,0.027285129604365622,0.03230148048452221,0.02050473186119874,0.023874488403819918,0.018842530282637954,0.017350157728706624,0.011596180081855388,0.020188425302826378,8876.0,2932.0,5944.0
