ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,transcript_folder_date,section,qa_marker,speaker,text
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,prepared,,Operator,"Welcome to Oracle's Third Quarter 2021 Earnings Conference Call. Now I'd like to turn the call over to Ken Bond, Senior Vice President."
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,prepared,,Ken Bond,"Thank you, Erica. Good afternoon, everyone. And welcome to Oracle's third quarter fiscal year 2021 earnings conference call.  A copy of the press release and financial tables, which includes a GAAP to non-GAAP reconciliation and other supplemental financial information, can be viewed and downloaded from our Investor Relations website. Additionally, a list of customers mentioned on this customer conference call as well as many others which have purchased Oracle Cloud services or went live on Oracle Cloud recently will also be available from the Investor Relations website. On the call today are Chairman and Chief Technology Officer, Larry Ellison; and CEO, Safra Catz. As a reminder, today's discussion will include forward-looking statements, including predictions, expectations, estimates or other information that might be considered forward-looking. Throughout today's discussion, we will present some important factors relating to our business which may potentially affect these forward-looking statements. Forward-looking statements are subject to risks and uncertainties that may cause actual results to differ materially from statements being made today. As a result, we caution you against placing undue reliance on these forward-looking statements, and we encourage you to review our most recent reports, including our 10-K and 10-Q and any applicable amendments for a complete discussion of these factors and other risks that may affect our future results or the market price of our stock. And finally, we are not obligating ourselves to revise our results or these forward-looking statements in light of new information or future events. We'll begin with a few prepared remarks, and then I'll turn the call over to Safra. Safra?"
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,prepared,,Safra Catz,"Thanks, Ken. And good afternoon, everyone. We are again, reporting earnings 10 days after the end of the fiscal quarter, faster than any other company in the S&P 500. Fusion Cloud ERP enables us to understand our business performance sooner and with greater insight, which is an advantage our customers are rapidly beginning to appreciate. As you can see, we had a great quarter and executed well against our growth plan. Revenue was in line with our USD guidance while EPS beat the mid-point of guidance by $0.05. Our total cloud services and license support revenue for the quarter was $7.3 billion, up 5% in U.S. dollars, 2% in constant currency, driven by Fusion, Autonomous Database and our Gen2 OCI cloud. Recurring revenue, as a percentage of total revenue now represents 72% of total company revenue and we anticipate this trend to continue as cloud services grow. Application subscription revenues were $3 billion up 5% in U.S. dollars, 3% in constant currency. Our strategic back-office cloud applications now have annualized revenue of $4 billion and grew 24% this quarter, including Fusion ERP up 27%, NetSuite ERP up 22% and Fusion HCM up 21%. Infrastructure subscription revenues were $4.3 billion, up 4% in U.S. dollars, up 2% in constant currency. Infrastructure cloud services now have an annualized revenue of more than $2 billion, including OCI consumption revenue, which was up 123%; autonomous database was up 55%; cloud customer consumption revenue was up over 200%, but on small numbers. Database subscription revenues, including database support and database cloud services, were up 6% in U.S. dollars and up 3% in constant currency. License revenues were $1.3 billion, up 4% in U.S. dollars and unchanged in constant currency. So all in, total revenues for the quarter were $10.1 billion, up 3% in U.S. dollars, up slightly in constant currency. Operating expenses were down this quarter. And non-GAAP operating income was $4.8 billion, up 6% from last year. Q3 operating margin was 47% in USD, up 300 basis points from 44% last year, and our best Q3 results in more than 10 years. The non-GAAP tax rate for the quarter was 16.7% slightly below our base tax rate, as a result of some discrete items. EPS was a $1.16 in U.S. dollars up 20% in U.S. dollars, up 16% in constant currency. GAAP EPS was a $1.68 in U.S. dollars, up 113% and up 104% in constant currency. In the quarter, the GAAP income statement was impacted by a one-time net tax benefit of approximately $2.3 billion related to the transfer of certain assets between subsidiaries. To facilitate comparison across periods, we have excluded the effect of this event from our non-GAAP calculation. Operating cash flow over the last four quarters was $14.7 billion with capital expenditures of $1.9 billion and free cash flow in excess of $12.8 billion over the same period. For the quarter operating cash flow was $3.7 billion up 23% and free cash flow was $3.3 billion up 26% from last year. We now have nearly $36 billion in cash and marketable security. The short-term deferred revenue balance was down in constant currency at $8.1 billion, while the short-term gross deferred revenue was up 4% in constant currency. As you know, the difference between the two growth rates is due entirely to timing differences in customer payments. The remaining performance obligation or RPO balance is $35.3 billion, up 2% in constant currency versus last year. Approximately 61% is expected to be recognized as revenue over the next 12 months, up from 60% a year ago. As we've said before, we're committed to returning value to our shareholders through technical innovations, strategic acquisitions, stock repurchases, prudent use of debt and a dividend. In this quarter we repurchased more than 64 million shares for a total of 4 billion. In addition, the Board of Directors increased the quarterly dividends, 33% from $0.24 to $0.32 per share. The Board of Directors also authorized an additional $20 billion for the repurchase of Oracle shares. As I mentioned last quarter, we experienced capacity constraints for OCI cloud services as customer workloads expanded dramatically. In addition, we continue to land many new customers, including ISVs, and we have some very large users coming online shortly that will require significant amounts of capacity. As a result, we're investing aggressively this quarter, this Q4, both OpEx and CapEx to prepare for this increase in cloud consumption and associated revenue in FY2022. As such, we are going to target a 49% operating margin for Q4. This will enable us to continue to deliver double digit earnings growth, once again, in FY2022 for the fifth year in a row. Now to the guidance. Again, my guidance today is on a non-GAAP basis and assumes current exchange rates remain the same as they are now, which is a 4% positive effect on total revenue and $0.07 positive effect on EPS in Q4. It may look like a positive effect of $0.08 to EPS due to rounding, but it's $0.07. However, actual currency impacts could be different [so here it goes] [ph]. Total revenues are expected to grow from 5% to 7% in U.S. dollars and are expected to grow 1% to 3% in constant currency. Cloud services and license support will grow faster than in Q3, as well as strategic back-office cloud applications. As a result of the increased investment in the quarter, non-GAAP EPS in USD is expected to grow 7% to 11% and be between a $1.28 and a $1.32 in USD. Non-GAAP EPS in constant currency is expected to be flat to up 4% and be between a $1.20 and a $1.24 in constant currency. CapEx for Q4 is expected to be $1 billion. My EPS guidance for Q4 assumes a base rate of 19%. However, onetime tax events could cause actual tax rates for any given quarter to vary, but I expect that normalizing for these one-time tax events, our tax rate will average around 19% or so. And with that, I'll turn it over to Larry for his comments."
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,prepared,,Larry Ellison,"Thank you, Safra. Three months ago, Bob Evans posted an article on the Cloud Wars’ website in which he quotes SAP, CFO, Luka Mucic making the following statement at an investors conference. And I quote, “I have checked and we have not lost a single ERP customer to Oracle.” In other words, after personally, checking SAP’s Chief Financial Officer could not find a single example of an SAP ERP customer move into Oracle Fusion on ERP, not one. Perhaps he should have checked a little bit more carefully. In Q3 alone we signed contracts, totaling hundreds of millions of dollars to migrate several very large SAP ERP customers, to Oracle Fusion ERP. But this was not just a recent Q3 event. This has been going on for a couple of years. I'm now going to go and present a list of over a 100 companies and government agencies that have already moved from SAP ERP to Fusion ERP, or currently in the process of doing so. I've divided the list of SAP customers who are moving to Oracle Fusion ERP into two distinct groups. I want to be very precise here. The first group is moving their entire company to the fusion ERP suite, including core financials, it's Oracle wall-to-wall. The second group has started deploying Fusion ERP applications, but has not yet put in the entire suite and may still be running SAP financials in some places. They have begun the migration, but they are not committed to doing the entire suite as yet, or they are not in the process of doing the entire suite as yet. Okay. So let me go to start the list. TPS Company, an industrial manufacturer of rail cars in North America replaced out all of the SAP ERP with Oracle Fusion, including financial accounting, procurement, enterprise performance management, supply chain, HCM, everything with the fusion cloud, complete replacement of SAP ERP to fusion ERP. G4S plc security services firm, the world's largest security company by revenue, complete replacement of SAP R/3 with Oracle ERP and Oracle HCM. First Solar, North America’s only remaining maker of solar panels in the United States replaced SAP's S4/HANA, Ariba, Concur third-party apps, all of SAP ERP with Oracle Fusion ERP, Oracle Fusion EPM, Oracle Fusion, HCM, and supply chain management. Transit Wireless, a North American telco completely replaced out SAP R/3 with Oracle Fusion ERP and Oracle Fusion HCM. West Sussex County Council, a complete SAP replacement with Oracle ERP, Oracle HCM and Oracle EPM. ERP now, HCM, EPM is Oracle Enterprise Performance Management, complete wall-to-wall Oracle at West Sussex County Council, no more SAP. CEMEX, a concrete company in Mexico, completely replaced SAP with Oracle ERP and supply chain. Niagara Bottling, a North American beverage manufacturer, private labels bottled water, replaced SAP with Oracle ERP, supply chain, transportation management, et cetera. New Zealand Inland Revenue, complete SAP R/3 replacement with Oracle ERP and Oracle HCM. University of The Andes in Latin America, the number one university in Colombia, a complete replacement of – they had SAP for 10 years, replaced it with Oracle ERP, HCM, EPM, supply chain, sales, everything. Bip&Drive, a travel and transportation company in EMEA, electronic toll payment provider for the roadways in Spain, again, replaced – was offered a free S/4HANA upgrade, instead chose Oracle Fusion Cloud. GE Grid Software, an industrial manufacturer software for utilities and power transmissions, complete SAP replacement with Oracle ERP Fusion Cloud. Postcon, let’s say the second largest mail carrier in Germany, SAP complete replacement of RP, replaced them with Oracle Fusion ERP and the cloud plus supply chain management. Birmingham City Council, complete SAP replacement using Oracle ERP, Oracle HCM. They are the biggest city council in the UK. Metro Pacific Tollways Corporation, a toll road developer in Asia. SAP replacement got rid of SAP and replaced with Oracle ERP and Oracle EPM. Africa World Airlines replaced SAP with Oracle ERP, EPM, HCM, sales, service and marketing. Batelco, that’s the Bahrain telephone company, they had been running SAP for a decade and they moved to Fusion Cloud, ERP, EPM and HCM. European Logistics and Applied Engineering group, actually the name – they don’t want their name specifically mentioned. They are the largest private company in Belgium. And they completely replaced SAP R/3 and they thought the cost of moving to S/4HANA and the cloud was much too high and they instead went with Oracle Fusion ERP.  TICO Logistica, a logistics company in Latin America had SAP – had SAP replaced with Oracle ERP at the end of the sales. FedEx, FedEx had SAP ERP in some places and Oracle ERP in some places. They replaced out all of the – they are in the process of replacing out all of the SAP ERP and standardizing on Oracle Fusion ERP and supply chain management. Grupo Bimbo had SAP in some divisions and Oracle in other divisions. They’re replacing out all of the SAP and standardizing on Oracle Fusion ERP and supply chain management. Western Digital, a complete replacement, they had SAP. Western Digital had SAP and SanDisk. They had SAP at HGST, replaced all of that out and have standardized an Oracle Fusion in the – Fusion ERP in the cloud. VP World, they had SAP S/4HANA, SAP HR, R/3. They eliminated all of that. By the way in EMEA marine terminal operator, they are located in EMEA. They are global. They replaced out all of their SAP and standardized an Oracle Fusion ERP and the cloud. Cohu, they are a semiconductor test and handling equipment company in North America. They had a combination of Oracle ERP and SAP ERP replaced out all of the SAP ERP and are standardized on Oracle. This one is interesting. They don’t want their name mentioned. They are a huge European – North American and European manufacturer of ATMs and they’ve replaced out all of SAP and the German subsidiary BOSSY throughout the world and they standardized on Fusion ERP, SCM and HCM and they have added Oracle Performance Management, Fusion Performance Management. Let’s see. Another company whose name they don’t want to be mentioned, let’s see, they are a high-tech manufacturer in North America. They replaced out SAP R/3, ERP, HCM and standardized an Oracle Fusion, Oracle Fusion in the cloud.  Albelli Group, they are a manufacturer of photo products in the UK. They replaced an SAP with, guess what Fusion ERP. Consol Energy, utilities company in Pittsburgh replaced out SAP with Oracle Fusion in the cloud.  Enbridge, Enbridge is an oil and gas multinational based in Calgary, Canada, replaced out all of SAP with Oracle Fusion ERP. Gemini Industries – Gemini Energy, they are an LAV, they are an energy transmission system, the largest in Brazil with substations all across Brazil, replaced SAP with Fusion ERP. GoodStorage in Latin America, the self-storage company in Brazil, again, got rid of SAP, put Infusion ERP. Grupo Globo, they are on media and entertainment, Latin America’s largest media and entertainment company, replaced SAP with Oracle ERP and HCM standardized on Oracle ERP and HCM. IQVIA, a complete SAP replacement. They are manufacturing pharmaceutical company in North America. They’ve moved away from SAP standardizing on Fusion in the cloud. Corrigan, a healthcare company in EMEA, long-term care nursing homes, 300,000 senior citizens across Western Europe replaced SAP with Oracle Fusion. NatWest Group, NatWest Group includes NatWest, ABN AMRO, Royal Bank of Scotland, Ulster Bank and more. They had a combination of Oracle ERP and SAP ERP. They’re replacing out all of the SAP ERP and standardizing on Oracle Fusion in the cloud. Wind Tre, Wind Tre is a telecommunications company, the largest mobile operator in Italy, again completely replacing out SAP with Oracle Fusion ERP, SCM and EPM. Okay. Now I want to go onto the second group – second group of companies and these are companies that had started putting in Oracle Fusion modules but have yet – they have not replaced core financials as yet. So they’re buying our supply chain. They’re buying our procurement, They’re buying our transportation management. They’re buying our global trade management. But they have not yet bought Oracle Financials. So I want to be very specific that they are buying lots and lots of Fusion products. GN Airlines, Apollo Tyres, Achema, an adhesive solutions company in the UK, Aarhus Kommune, their municipality in Central Denmark, Caesars Enterprise Services, they have an idea – they bought Procurement in Supply Chain, a big hospitality company obviously in North America. Sheppard Danaher a product lifecycle management, they are a healthcare company. Department of Education and Training in Australia, they bought procurement.  DHL with an SAP replacement in some countries. So some countries are still running on SAP, but the new implementations they’re going in are in other countries, not in Germany as yet, in other countries are, Oracle Fusion ERP. Dove bought supply chain management and transportation management. Temsa [ph] bought – replaced all of SAP and some of their subsidiaries and bought supply chain warehouse management, supply chain planning, ERP. Again in some – and some subsidiaries all of ERP including an accounting procurement, all of that. Fujitsu Services, a manufacturer in Japan. Again the parent is running SAP financials but subs all over the world are moving to Oracle Fusion ERP. Keurig Dr Pepper, again – bought supply chain. Guardian bought all of – financial services company in North America, bought all of ERP. Honda bought supply [indiscernible] SAP Financials just recently bought Fusion supply chain, Fusion transportation management and has moved into the – from on-premise to the cloud. InvoTech, again a North American company – again, but parent still running SAP financials but the subs are running Oracle Fusion. Jackson Life, Lakshmi Cement, I’m not going to – I am going to read this faster now, Juniper Networks, Lloyds Bank, Move Incorporated, Munich Re, the largest food company in the world, bought – just bought Oracle performance management. News America Marketing, Orlando International, PG&E, Porcelanosa, Republic Services, SAC Wireless and Nokia Company, Samsonite, Puma, Santander Bank, Therma-Tru Doors. Okay. I am going to stop right there or I’ll take up all of the time you won’t be able to ask Safra questions. Okay. I don’t want to do that. Okay. All right. So again, the list is actually longer than 100-plus companies. I did read over 100 companies as I’m sure you painfully aware of. List is actually longer than the 100 companies I have just read. Some are most important wins and are very largest companies in regulated industries such as banking and utilities who are currently in the process of migrating from SAP ERP to Fusion ERP, prefer not to be publicly named on this call for obvious reasons. They don’t – even though they are often a reference for us, private reference where people are considering the same move, they don’t want to be on – their name on this call, because they want to maintain the best possible relations with SAP as they – even though they are in the process of transitioning away from SAP. All right. So I’d like to make one last point and then turn it back over to Safra. Specifically trying to answer one key question. How come so many customers are moving from SAP ERP to Fusion ERP? This has never happened before. A major migration between ERP vendors. Well, if you want to know the answer read the Gartner report comparing Oracle ERP to SAP ERP. Please don’t take my word for it. Read the report, it’s very short and it’s to the point. Gartner ranks Oracle Fusion ERP far in front, I mean far – you can find a magic quadrant where there is more a bigger gap between number one and number two. And so, Gartner ranks Oracle Fusion ERP far in front of all the other cloud ERP systems. But what’s surprising is SAP isn’t number two. SAP is at number three. SAP is listed among the leaders. SAP is listed among the lagger. Gartner – if you read the text, Gartner points out, and I quote, SAP’s own reference customers scored SAP in the lower half of cloud ERP vendors. I want to read that again. “SAP’s own reference customers scored SAP in the lower half of cloud ERP vendors.” SAP, the once-dominant on-premise ERP market leader is currently not competitive in the cloud ERP market. How could that has happened because SAP never rewrote their ERP system for the cloud. It’s that same with 30-year-old code. They never rewrote their ERP system for the cloud and it’s too late for them to start now. I'll turn it back over to Safra."
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,prepared,,Ken Bond,"Thank you, Larry. Erica, if you could please pull the audience for questions."
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,qa,speaker_line_contains_cue,Operator,[Operator Instructions] Our first question comes from Michael Turits with KeyBanc Capital.
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,qa,,Michael Turits,"Larry, thanks for all the color on ERP. I'd like to switch over to your database. You've made meaningful improvements in both cloud customer and OCI too which both one of the two are required for ADB. So, are those improvements enough that we're now starting to see the upgrades to ADB? And are you able to monetize those upgrades to the point where we'll start to see database growth acceleration?"
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,qa,,Larry Ellison,"The answer is I think there's no question. You're going to see a lot of database growth – a lot of database acceleration starting next year which we're a quarter away from. But we'll be fine in Q4. Again, its autonomous databases is growing pretty rapidly. But we expect it really to explode next year. And I really do mean very, very rapid growth next year. I'm not really ready to disclose our plans as to why I think it's going to suddenly spike but we expect very, very rapid database growth next year."
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,qa,,Operator,Our next question comes from Mark Murphy with JPMorgan.
ORCL,2021-03-10,2021-03-11,,2021-03-10,2021-03-10T17:00:00-05:00,0,2021-03-10,qa,,Mark Murphy,"Yes. Hi Larry. This SAP replacement wave, feels like kind of a historic moment because that kind of activity it's usually so rare and these are the logos are pretty large that you're mentioning. So when we see…"
