ticker,event_date,window_start,window_end,symbol,symbols,publishedDate,publishedDateET,date_et,title,text,site,url,image
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 05:05:00,2023-05-17T05:05:00-04:00,2023-05-17,2 Stocks to Invest in Virtual Reality,The VR market is booming after recent advances pushed the technology forward. Apple looks poised to eventually lead the industry with the expected launch of a new headset this year.,fool.com,https://www.fool.com/investing/2023/05/17/2-stocks-to-invest-in-virtual-reality/,https://images.financialmodelingprep.com/news/2-stocks-to-invest-in-virtual-reality-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 05:31:00,2023-05-17T05:31:00-04:00,2023-05-17,Is It Too Late to Buy Nvidia Stock?,"Share prices of Nvidia continue to rise despite warning signs from peers. Nvidia could beat the PC market's weakness thanks to the solid pricing power it enjoys in AI chips, a market in which it is witnessing solid demand.",fool.com,https://www.fool.com/investing/2023/05/17/is-it-too-late-to-buy-nvidia-stock/,https://images.financialmodelingprep.com/news/is-it-too-late-to-buy-nvidia-stock-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 05:58:00,2023-05-17T05:58:00-04:00,2023-05-17,2 Under-the-Radar Gaming Stocks You Can Buy and Hold for the Next Decade,"Easing inflation has made now an excellent time to invest in consumer-reliant sectors like gaming. Nvidia has long been a pillar of the PC gaming industry, thanks to its high-powered chips.",fool.com,https://www.fool.com/investing/2023/05/17/2-under-the-radar-gaming-stocks-you-can-buy-and-ho/,https://images.financialmodelingprep.com/news/2-undertheradar-gaming-stocks-you-can-buy-and-hold-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 06:45:06,2023-05-17T06:45:06-04:00,2023-05-17,Cashing In on AI Mania: Is It Time to Bank Profits on NVDA Stock?,"With excitement over the rise of artificial intelligence (or AI) still strong, it's no surprise that Nvidia (NASDAQ: NVDA ) shares have continued to stay strong as well. In recent weeks, NVDA stock has remained on an upward trajectory.",investorplace.com,https://investorplace.com/2023/05/cashing-in-on-ai-mania-is-it-time-to-bank-profits-on-nvda-stock/,https://images.financialmodelingprep.com/news/cashing-in-on-ai-mania-is-it-time-to-bank-20230517.png
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 09:00:00,2023-05-17T09:00:00-04:00,2023-05-17,"VAST Data Achieves NVIDIA DGX SuperPOD Certification, Offering Simple and Scalable Enterprise File Services to Supercharge Generative AI Infrastructure","Remote-First-Company/NEW YORK--(BUSINESS WIRE)--VAST Data, the data platform company for the AI era, today announced that VAST's Data Platform is now a certified datastore for NVIDIA DGX SuperPOD™. This new validation provides organizations with agile, scalable performance for the most challenging machine learning and deep learning workloads, including generative AI. The VAST Data Platform brings to market the first enterprise network attached storage (NAS) solution approved to support NVIDIA D.",businesswire.com,https://www.businesswire.com/news/home/20230517005089/en/VAST-Data-Achieves-NVIDIA-DGX-SuperPOD-Certification-Offering-Simple-and-Scalable-Enterprise-File-Services-to-Supercharge-Generative-AI-Infrastructure/,https://images.financialmodelingprep.com/news/vast-data-achieves-nvidia-dgx-superpod-certification-offering-simple-and-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 09:52:19,2023-05-17T09:52:19-04:00,2023-05-17,Nvidia: Stock Perfectly Priced Despite Positive Outlook (Rating Downgrade),"Nvidia Corporation's largest segment, Data Center (56% of revenues), has continuously increased its share of cloud infrastructure market capex compared to competitors from 3.4% (2019) to 8.4% (2022). We believe this is due to the increasing utilization in data centers compared to CPUs as GPUs are more suited for AI applications which Nvidia is benefitting from.",seekingalpha.com,https://seekingalpha.com/article/4605379-nvidia-stock-perfectly-priced-despite-positive-outlook-rating-downgrade,https://images.financialmodelingprep.com/news/nvidia-stock-perfectly-priced-despite-positive-outlook-rating-downgrade-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 11:16:15,2023-05-17T11:16:15-04:00,2023-05-17,Nvidia (NVDA) Expected to Beat Earnings Estimates: Can the Stock Move Higher?,Nvidia (NVDA) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,zacks.com,https://www.zacks.com/stock/news/2096329/nvidia-nvda-expected-to-beat-earnings-estimates-can-the-stock-move-higher,https://images.financialmodelingprep.com/news/nvidia-nvda-expected-to-beat-earnings-estimates-can-the-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 13:00:00,2023-05-17T13:00:00-04:00,2023-05-17,ServiceNow and NVIDIA Announce Partnership to Build Generative AI Across Enterprise IT,"LAS VEGAS--(BUSINESS WIRE)--Knowledge 2023—ServiceNow and NVIDIA today announced a partnership to develop powerful, enterprise-grade generative AI capabilities that can transform business processes with faster, more intelligent workflow automation.",businesswire.com,https://www.businesswire.com/news/home/20230517005342/en/ServiceNow-and-NVIDIA-Announce-Partnership-to-Build-Generative-AI-Across-Enterprise-IT/,https://images.financialmodelingprep.com/news/servicenow-and-nvidia-announce-partnership-to-build-generative-ai-across-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 13:00:00,2023-05-17T13:00:00-04:00,2023-05-17,ServiceNow and NVIDIA Announce Partnership to Build Generative AI Across Enterprise IT,"LAS VEGAS--(BUSINESS WIRE)--Knowledge 2023—ServiceNow and NVIDIA today announced a partnership to develop powerful, enterprise-grade generative AI capabilities that can transform business processes with faster, more intelligent workflow automation. Using NVIDIA software, services, and accelerated infrastructure, ServiceNow is developing custom large language models trained on data specifically for its ServiceNow Platform, the intelligent platform for end-to-end digital transformation. This will expand ServiceNow’s already extensive AI functionality with new uses for generative AI across the enterprise — including for IT departments, customer service teams, employees, and developers — to strengthen workflow automation and rapidly increase productivity. ServiceNow is also helping NVIDIA streamline its IT operations with these generative AI tools, using NVIDIA data to customize NVIDIA® NeMo™ foundation models running on hybrid-cloud infrastructure consisting of NVIDIA DGX™ Cloud and on-premises NVIDIA DGX SuperPOD™ AI supercomputers. “IT is the nervous system of every modern enterprise in every industry,” said Jensen Huang, founder and CEO of NVIDIA. “Our collaboration to build super-specialized generative AI for enterprises will boost the capability and productivity of IT professionals worldwide using the ServiceNow platform.” “As adoption of generative AI continues to accelerate, organizations are turning to trusted vendors with battle-tested, secure AI capabilities to boost productivity, gain a competitive edge, and keep data and IP secure,” said CJ Desai, president and chief operating officer of ServiceNow. “Together, NVIDIA and ServiceNow will help drive new levels of automation to fuel productivity and maximize business impact."" Harnessing Generative AI to Reshape Digital Business ServiceNow and NVIDIA are exploring a number of generative AI use cases to simplify and improve productivity across the enterprise by providing high accuracy and higher value in IT. This includes developing intelligent virtual assistants and agents to help quickly resolve a broad range of user questions and support requests with purpose-built AI chatbots that use large language models and focus on defined IT tasks. To simplify the user experience, enterprises can customize chatbots with proprietary data to create a central generative AI resource that stays on topic while resolving many different requests. These generative AI use cases are also applicable to customer service agents, allowing for case prioritization with greater accuracy, saving time, and improving outcomes. Customer service teams can use generative AI for automatic issue resolution, knowledge-base article generation based on customer case summaries, and chat summarization for faster hand-off, resolution, and wrap-up. In addition, generative AI can improve the employee experience by helping identify growth opportunities. For example, delivering customized learning and development recommendations, like courses and mentors, based on natural language queries and information from an employee’s profile. Full-Stack NVIDIA Generative AI Software and Infrastructure Fuel Rapid Development In its generative AI research and development, ServiceNow is using NVIDIA AI Foundations cloud services and the NVIDIA AI Enterprise software platform, which includes the NVIDIA NeMo framework. Included in NeMo are prompt tuning, supervised fine-tuning and knowledge retrieval tools to help developers build, customize, and deploy language models for enterprise use cases. NeMo Guardrails software is also included and enables developers to easily add topical, safety, and security features for AI chatbots. About NVIDIA Since its founding in 1993, NVIDIA (NASDAQ: NVDA) has been a pioneer in accelerated computing. The company’s invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined computer graphics, ignited the era of modern AI and is fueling the creation of the industrial metaverse. NVIDIA is now a full-stack computing company with data-center-scale offerings that are reshaping industry. More information at https://nvidianews.nvidia.com/. © 2023 NVIDIA Corporation. All rights reserved. NVIDIA, the NVIDIA logo, DGX, NeMo and NVIDIA DGX SuperPOD are trademarks and/or registered trademarks of NVIDIA Corporation in the U.S. and other countries. Other company and product names may be trademarks of the respective companies with which they are associated. Features, pricing, availability and specifications are subject to change without notice. About ServiceNow ServiceNow (NYSE: NOW) makes the world work better for everyone. Our cloud‑based platform and solutions help digitize and unify organizations so that they can find smarter, faster, better ways to make work flow. So employees and customers can be more connected, more innovative, and more agile. And we can all create the future we imagine. The world works with ServiceNow™. For more information, visit www.servicenow.com. © 2023 ServiceNow, Inc. All rights reserved. ServiceNow, the ServiceNow logo, Now, and other ServiceNow marks are trademarks and/or registered trademarks of ServiceNow, Inc. in the United States and/or other countries. NVIDIA Forward-Looking Statements Certain statements in this press release including, but not limited to, statements as to: the benefits, impact, and performance of NVIDIA’s products, services, and technologies, including NVIDIA NeMo, DGX Cloud, DGX SuperPOD, NVIDIA AI Foundations, the NVIDIA AI Enterprise software platform, and NeMo Guardrails; NVIDIA’s partnership with ServiceNow and the benefits and impact thereof; IT being the nervous system of every modern enterprise in every industry; and adoption of generative AI continuing to accelerate are forward-looking statements that are subject to risks and uncertainties that could cause results to be materially different than expectations. Important factors that could cause actual results to differ materially include: global economic conditions; NVIDIA’s reliance on third parties to manufacture, assemble, package and test our products; the impact of technological development and competition; development of new products and technologies or enhancements to NVIDIA’s existing product and technologies; market acceptance of NVIDIA’s products or its partners' products; design, manufacturing or software defects; changes in consumer preferences or demands; changes in industry standards and interfaces; unexpected loss of performance of NVIDIA’s products or technologies when integrated into systems; as well as other factors detailed from time to time in the most recent reports NVIDIA files with the Securities and Exchange Commission, or SEC, including, but not limited to, its annual report on Form 10-K and quarterly reports on Form 10-Q. Copies of reports filed with the SEC are posted on the company's website and are available from NVIDIA without charge. These forward-looking statements are not guarantees of future performance and speak only as of the date hereof, and, except as required by law, NVIDIA disclaims any obligation to update these forward-looking statements to reflect future events or circumstances. ServiceNow Forward-Looking Statements This press release contains “forward‑looking statements” about the expectations, beliefs, plans, and intentions relating to its partnership with NVIDIA to build generative AI. Such statements include statements regarding future product capabilities and offerings and expected benefits to ServiceNow. Forward‑looking statements are subject to known and unknown risks and uncertainties and are based on potentially inaccurate assumptions that could cause actual results to differ materially from those expected or implied by the forward‑looking statements. If any such risks or uncertainties materialize or if any of the assumptions prove incorrect, ServiceNow’s results could differ materially from the results expressed or implied by the forward‑looking statements made. ServiceNow undertakes no obligation, and does not intend, to update the forward‑looking statements. Factors that may cause actual results to differ materially from those in any forward‑looking statements include: (i) delays and unexpected difficulties and expenses in executing the partnership or delivering the product capabilities and offerings, (ii) changes in the regulatory landscape related to AI and (iii) uncertainty as to whether sales will justify the investments in the product capabilities and offerings. Further information on factors that could affect ServiceNow’s financial and other results is included in the filings ServiceNow makes with the Securities and Exchange Commission from time to time.",businesswire.com,https://www.businesswire.com/news/home/20230517005342/en/ServiceNow-and-NVIDIA-Announce-Partnership-to-Build-Generative-AI-Across-Enterprise-IT,https://images.financialmodelingprep.com/news/servicenow-and-nvidia-announce-partnership-to-build-generative-ai-across-enterprise-20230517.jpg
NVDA,2023-05-24,2023-05-17,2023-06-07,NVDA,,2023-05-17 13:00:00,2023-05-17T13:00:00-04:00,2023-05-17,Nvidia-ServiceNow Join Forces to Build AI for Enterprise. It's a Great Idea.,"The ServiceNow platform will use Nvidia AI software and tools, along with Nvidia DGX hardware infrastructure for artificial-intelligence applications.",barrons.com,https://www.barrons.com/articles/nvidia-stock-servicenow-ai-fd8c41e9,https://images.financialmodelingprep.com/news/nvidiaservicenow-join-forces-to-build-ai-for-enterprise-its-20230517.jpg
