ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,transcript_folder_date,section,qa_marker,speaker,text,n_tokens_raw,n_tokens,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,prepared,,Operator,"Welcome, everyone, and thank you for standing by for the Alphabet Fourth Quarter 2020 Earnings Conference Call. . I would now like to hand the conference over to your speaker today, Jim Friedland, Director of Investor Relations. Please go ahead.",38.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,prepared,,James Friedland,"Thank you. Good afternoon, everyone, and welcome to Alphabet's Fourth Quarter 2020 Earnings Conference Call. With us today are Sundar Pichai, Philipp Schindler and Ruth Porat. Now I'll quickly cover the safe harbor. Some of the statements that we make today regarding our business, operations and financial performance, including the effect of the COVID-19 pandemic on those areas, may be considered forward-looking. And such statements involve a number of risks and uncertainties that could cause actual results to differ materially. For more information, please refer to the risk factors discussed in our most recent Form 10-Q filed with the SEC. Additional information will also be set forth in our upcoming Form 10-K filing for the year ended December 31, 2020.",120.0,66.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.015151515151515152,0.0,0.09090909090909091,0.0,0.0,0.015151515151515152
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,prepared,,Sundar Pichai,"Thank you, Jim, and good afternoon, everyone. 2020 was a year unlike any other. We are proud that people continue to choose Google's products to stay informed, connected and comforted during uncertain times. Being helpful to people in moments big and small is the foundation of everything we do. The past year also accelerated the shift to cloud and adoption of online services. This has profound implications for all companies and consumers, and we are pleased that so many trust us to help them make this transition. In particular, Google's products and support have been a lifeline for millions of small and medium businesses hit hard by the pandemic. Today, I'll review some of the important work we have done this quarter across Google and Alphabet with a particular focus on our growing cloud business, which we are breaking out as a separate segment for the first time. Then I'll welcome to the call Google's Chief Business Officer, Philipp Schindler, who many of you know from investor conferences and events. Philipp will speak about partnerships, business and advertising trends in the Google Services segment. We have heard that you’d appreciate more texture and detail there. Then Ruth will go through the quarter in more detail. First, some highlights at Google. Since the pandemic began, our teams have built new features and products to help people and businesses. Now we are helping with the complex challenge of getting vaccines to billions of people around the world. Vaccination locations have started to roll out in Google Search and Maps. Google Cloud's Intelligent Vaccine Impact platform is helping authorities improve vaccine distribution and forecasting. We are providing substantial new ad grants to the CDC, the World Health Organization and others to promote vaccine education. We're also making direct grants to organizations addressing racial and geographic disparities in vaccination access, plus opening up Google's facilities as vaccination clinics as needed. Elsewhere, in Maps, we added a new community feed in the Explore tab, and now you can track takeout and delivery orders when you book or order from Google Maps. At YouTube, we are building products to help creators benefit from 2 important trends: live video and short-form video. More than 0.5 million channels livestreamed on YouTube for the first time in 2020, from artists performing in their living rooms to churches moving their services online. And videos in our new Shorts player are receiving 3.5 billion daily views. We are looking forward to expanding Shorts to more countries this year.",422.0,221.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.013574660633484163,0.00904977375565611,0.004524886877828055,0.0,0.0,0.004524886877828055
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,prepared,,Philipp Schindler,"Thanks, Sundar, and good afternoon, everyone. It's great to be joining you today. We're pleased with Google Services revenue of $52.9 billion in the fourth quarter, which continued the significant rebound from the negative impact of COVID earlier in the year. Two trends drove the strong results across Search, YouTube and network advertising. Consumers continued to move more of their activity online, and advertisers responded to the shift in consumer behavior by reactivating spend that they had paused earlier in the crisis.",83.0,46.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,prepared,,Ruth Porat,"Thank you, Philipp. We are very pleased with our exceptional fourth quarter performance after an unprecedented year. For 2020, total Alphabet revenues were $183 billion, up 13% year-on-year or up 14% in constant currency. With our new segment disclosures this quarter, I'll start with quarterly results at the Alphabet level, followed by segment results and conclude with our outlook. My focus will be on year-on-year comparisons for the fourth quarter, unless I state otherwise. For the fourth quarter, our consolidated revenues were $56.9 billion, up 23%, which reflect broad-based increases in advertiser spending in Search and YouTube within Google Services as well as ongoing strength in Google Cloud. Our total cost of revenues was $26.1 billion, up 24%, primarily driven by other cost of revenues, which was $15.6 billion and up 25%. The biggest factors here were: first, content acquisition costs, primarily driven by costs for YouTube's advertising-supported content, followed by costs for subscription content; and second, costs associated with data centers and other operations, including depreciation. Operating expenses were $15.2 billion, down 4%. The year-on-year decline reflects the lapping of valuation-based compensation charges in certain Other Bets in the fourth quarter of 2019, primarily in R&D, as well as the impact of actions taken earlier in the year as a result of COVID. Each of the 3 components of OpEx also reflects our decision to slow head count growth beginning late in the first quarter. Head count was up 3,180 from the third quarter. Again, the majority of new hires were engineers and product managers with continued aggressive investment in cloud for both technical and sales roles. Operating income was $15.7 billion, up 69%, and our operating margin in the quarter was 28%. Other income and expense was $3 billion, which primarily reflects unrealized gains in the value of investments in equity securities. Net income was $15.2 billion. Operating cash flow was $22.7 billion, with free cash flow of $17.2 billion in the quarter and $43 billion for the full year 2020. We ended the fourth quarter with $137 billion in cash and marketable securities. Let me now turn to our segment financial results, starting with our Google Services segment. Total Google Services revenues were $52.9 billion, up 22%. Each component of our advertising revenues reflects the return of advertiser spend in response to the continued movement of consumer activity online that Philipp spoke about, including Google Search and other advertising revenues of $31.9 billion in the quarter, up 17%; YouTube advertising revenues of $6.9 billion, up 46%, driven by a rebound not only in brand advertising but also ongoing strength in direct response; network advertising revenues of $7.4 billion, up 23%. Other revenues were $6.7 billion, up 27%, primarily driven by growth in YouTube nonadvertising and Play revenues. Within Play, app revenues in the fourth quarter continued to benefit from elevated levels of engagement, reflecting increases in active buyers and spend per buyer due to COVID. However, we did experience a deceleration in growth from the levels we saw in the third quarter. Google Services operating income was $19.1 billion, up 41%, and the operating margin was 36%. Turning to the Google Cloud segment, including GCP and Google Workspace. Revenues were $3.8 billion for the fourth quarter, up 47%. GCP's revenue growth rate was again meaningfully above Cloud overall. Strong growth in Google Workspace revenues was driven by growth in both seats and average revenue per seat. Google Cloud had an operating loss of $1.2 billion, essentially flat versus last year. As to our Other Bets, for the full year 2020, revenues were $657 million, primarily generated by Fiber and Verily, and reflect that most of our Other Bets are pre-revenue. The operating loss was $4.5 billion for the full year 2020 versus an operating loss of $4.8 billion in 2019. Let me end with our outlook for each segment and our investments more broadly. For Google Services, we're encouraged by the increase in consumer online activity and the return of advertiser spend as reflected in our Q4 results. Looking forward to 2021, year-over-year quarterly comparisons will be affected meaningfully by the impact of COVID last year with easier comps in the first half, especially in Q2, and then lapping stronger performance in the second half. With respect to other revenues, with the closing of the Fitbit acquisition earlier this month, we will be reporting its revenues within Google Other. In terms of investment levels within Google Services, late in the first quarter of 2020, as a result of COVID, we made what we described as tactical adjustments to slow the pace of spend in certain categories. Given the ongoing uncertainty in the external environment, we maintained the discipline through the rest of 2020. Looking forward, we do expect the pace of investment to increase to support the extraordinary opportunities we see given the usefulness of our products and services in this environment. The investment pace will ramp up over the course of the year. As for Google Cloud, we've obviously been investing aggressively given the substantial market opportunity we see. Under Thomas Kurian's leadership, we further accelerated investment to strengthen the position of the business. For example, we are on track to meet our near-term goal of tripling the size of the Cloud Direct sales force and have greatly expanded the partner channel. We've also substantially improved our product offering while rationalizing our approach to focus on our 6 key industry verticals. And we've invested in expanding our network of locations for compute capacity to support Cloud, ending 2020 serving customers in 24 regions and 73 zones. We're encouraged by the momentum in the growth of revenue and customer wins. We more than doubled revenues over the last 2 years from $5.8 billion in 2018 to $13.1 billion in 2020. Our backlog, which is nearly all attributable to Cloud, nearly tripled from 2019 to 2020. Although increases in backlog do not directly correlate to revenue trends, the growth in backlog demonstrates the success Google Cloud is having with large enterprises, which are signing meaningful long-term commitment agreements. Looking forward, we will continue to focus on revenue growth driven by ongoing investment in products and the go-to-market organization. Cloud's operating loss reflects that we have meaningfully built out our organization ahead of revenues, as we've discussed in prior quarters, with respect to the substantial investments in our go-to-market organization as well as engineering and technical infrastructure. Operating loss and operating margin will benefit from increased scale over time. In addition, we are focused on delivering on efficiency efforts across the board to contribute incrementally to profitability over time. Finally, as you can see from the historical data provided in the press release, Cloud's operating loss was higher in the first quarter relative to other quarters, and then the operating loss improves thereafter. We expect similar seasonality in 2021. In terms of Other Bets, we continue to invest with a focus on the long-term value creation opportunity. On head count, we plan to reaccelerate the pace of hiring in Google Services, in line with our opportunities. Our head count growth will also reflect the addition of Fitbit and our ongoing transition of certain customer support roles from third-party vendors to Google's in-house operation centers. We also plan to continue to prioritize investment in both sales and technical roles for Google Cloud. Turning to CapEx. At the consolidated level, the year-on-year results this quarter again reflect the slower pace throughout 2020 of investment in office facilities. Within technical infrastructure, servers continue to be the largest driver of investment in the fourth quarter, followed by data centers. Looking ahead, we expect a return to a more normalized pace of ground-up construction and fit-out of office facilities, which translates into a sizable increase in CapEx in 2021. Servers will continue to be the largest driver of spend on technical infrastructure. Finally, a housekeeping point. As noted in our earnings press release, we have adjusted the estimated useful lives of servers and certain network equipment starting in 2021. We expect these changes will favorably impact our 2021 operating results by approximately $2.1 billion for assets as of year-end 2020. We look forward to the year ahead. I hope everyone stays safe. Thank you. And now Sundar, Philipp and I will take your questions.",1352.0,738.0,24.0,13.0,4.0,1.0,1.0,10.0,2.0,0.0,0.032520325203252036,0.017615176151761516,0.005420054200542005,0.0013550135501355014,0.0013550135501355014,0.014905149051490514
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Eric Sheridan,"I hope everyone is safe and well on the team out there as well. Maybe I'll try first on Cloud. I don't know if it's better to Sundar or to Ruth, but can you just conceptually help us understand how to think about the opportunity  versus Cloud and how it factors back into which you want to invest against the opportunity or, possibly, maybe even accelerate the opportunity by looking at inorganic paths to growing scale vis-à-vis competition in the space? And then maybe for Philipp if I can. YouTube continues to evolve as a platform. There's now subscription offerings. You highlighted the strength you're seeing in DR. Could you talk a little bit about the path for monetization in the coming years and how we should think about the opportunity against a large-scale audience and engagement you see at YouTube broadly?",149.0,66.0,6.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.09090909090909091,0.030303030303030304,0.07575757575757576,0.0,0.0,0.06060606060606061
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Sundar Pichai,"On Cloud, obviously, we see how early customers are in the shift. We see the large TAM ahead and, definitely, the market dynamics. And our momentum, in the context of the market, is what is the framework which we are thinking about, the scale of investments and the pace of investments. Obviously, it's an area in which the longer you are in, the cohorts add up and so contributes more and the economies of scale starts working as well. But we are definitely investing ahead to making sure we are able to serve the customers globally across all the offerings they are interested in, and that's how we are thinking about it. Ruth, I'm not sure you want to add more.",124.0,49.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Ruth Porat,"I think that's the main point, just given the sheer scale of the opportunity and our position, investing to really position ourselves well across industries and geographies. And the key elements of it, I tried to call out in the opening comments: investing in product, go to market, data centers. And you can see it in the results. I think you're going to continue to see us building there, and that's what we're talking about building ahead. We are keenly focused on delivering for both customers and shareholders and that, of course, includes an intense focus on the path to profitability.",105.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0392156862745098
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Philipp Schindler,"Yes. And on your question on YouTube, on the overall development and the subscription side, our Direct Response business on YouTube was practically nonexistent three years ago. And now it's one of our largest and fastest-growing ad offerings on YouTube. And with TrueView for action, we're actually making it easier for advertisers to unlock opportunities to reach audiences with video campaigns. And just to give you a few numbers, 60% of TrueView for action customers are new to YouTube. And we more than doubled the number of active advertisers using TrueView for action in the first 6 months of 2020. And we're really tapping into the tremendous innate commercial behavior on the platform. 70% of YouTube viewers are saying they bought a brand as a result of seeing it on YouTube. I talked about L'oréal earlier. MasterClass is another great example. Online learning has become a huge opportunity, and they use TrueView for action to connect the right people to the right content and saw really big, like 140% increase in clicks to their sites, 70% increase in sign-ups to courses and so on. YouTube continues, in our view, to be amazing for brand advertisers as well. Our brand business was hit hard in the early stages of the pandemic, rebounded in Q3 and into Q4. And it really helps advertisers reach younger audiences. They can reach anywhere. We now reach more 18- to 49-year-olds than all linear TV networks combined. Watch time is increasing. Advertiser effectiveness is getting better and better. And so this is a very nice development on the subscription strategy. Maybe just briefly, music is an incredibly popular vertical on YouTube and, obviously, a key part of the overall experience. We found that users wanted a premium YouTube experience and we -- basically the ability to download songs and videos. YouTube Premium provides additional revenue streams, of course, for music labels and publishers as well. In 2019, YouTube paid the music industry over $3 billion. We have over 30 million music and premium paid subscribers. We are now operating over 95 countries, so members get a lot of extra benefits, yes.",351.0,175.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.05142857142857143,0.005714285714285714,0.005714285714285714,0.0,0.0,0.045714285714285714
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Douglas Anmuth,"Ruth and Sundar, I just wanted to follow up on Eric's question a bit. Anything else you can add just in terms of the significant inflection that you saw on Google Cloud backlog there? And I guess, in particular, curious what you're seeing in terms of benefit and success as you're leveraging Alphabet more broadly like in the Ford deal. And then how do you think about Google Cloud margins structurally kind of long-term relative to peers? Any color there would be helpful.",87.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.0,0.0
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Sundar Pichai,"Maybe I'll start with customers are looking for digital transformation. And depending on the sector they are in, they are definitely interested in a broader solution set across the breadth of what Google and Alphabet can bring. We see this in health care, our efforts in Google Health, work that's happening in Verily, all end up helping. Ford is a great example of, I'd say, thinking longer term not just for Cloud but Android auto-powering their vehicles. And so these are big transformations cutting across the company. And one of the areas where we are really executing is leveraging our global business operations that Philipp runs and partnering closely with Thomas' teams, and that's definitely brings in a lot of synergies here. On your second question, on the broader stuff, the one thing I would say is -- I mentioned a part earlier, we get into these long-term deals. And so over time, as you add more cohorts, that contributes to the margin structure. It is -- the scale of the product offerings, the number of areas and the number of regions in the world, there's a much more significant investment. And so there is definitely a fixed cost structure associated with it, and we are also investing ahead. But as we scale up the business, we expect the trends to be favorable.",228.0,105.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,0.009523809523809525,0.009523809523809525,0.01904761904761905,0.0,0.009523809523809525,0.0
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Brent Thill,"You mentioned you accelerated -- saw accelerating brand spend in the quarter. And many investors are asking the sustainability and what you're seeing in that as you head into the beginning of this year. If you could just talk directionally in terms of how your clients are acting as they head out of the holiday season, that would be helpful.",60.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Ruth Porat,"Sure. I'll take that. As we've each noted, the financial results really did reflect this increase in advertiser activity. And that was in part unlocking budgets that they had paused earlier in the year as well as really reflecting the increase in consumer online activity. The largest contributor, as Philipp mentioned, was retail, the largest contributor to the year-on-year growth of the ads business. But I would say tech, media and entertainment as well as CPG were also meaningful contributors. And for Search, we saw ongoing improvement in advertisers spend broadly. For YouTube, Direct Response, as Philipp talked about, really did maintain a very high level of growth. And the acceleration in overall YouTube revenue growth reflects a pickup in brand advertising across all verticals on top of the ongoing strength that we saw in DR. And then in network, also same point, it's this pickup in advertiser spend, as Philipp noted. It was led by growth in AdMob and Ad Manager. So we're really pleased with Q4. It was a great end to a challenging year. And when we think about 2021, I made the point in the opening comments, we obviously have easier year-on-year comparisons in the first half as we anniversary the effects of the pandemic. So not much more to add, we -- it was a strong quarter, and we feel really good about the level of activity.",238.0,114.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.008771929824561403,0.0,0.0,0.0,0.043859649122807015
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Heath Terry,"Great. I appreciate the level of detail on the drivers behind the acceleration in Search and YouTube. I was wondering if you could go a bit further and disaggregate or give, even just qualitatively, the drivers behind that acceleration between pre-pandemic advertisers returning to prior spending levels versus new advertisers or new advertiser spend being allocated to the platform.",60.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Ruth Porat,"Well, I think the main point is sort of this mega comment that we saw a slowdown. And as Philipp said, and we've talked about on prior calls, one of the first things that happens is a step-back and then you see, as users reengage and activity picks up and the effectiveness of advertising the ROI available, you see advertising come back in. I remember talking about this throughout last year that we had seen this actually going back to the prior financial crisis. And what you've seen is just a broad-based reengagement, which we're really pleased about across industries. And it's also -- as Philipp noted in his comments, there's been a tremendous opportunity really to step in here and help small, medium businesses as they were evolving and adapting to this new digital world, and it's been quite key there as well.",151.0,71.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.028169014084507043,0.0,0.0,0.0,0.014084507042253521
GOOGL,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:00:00-05:00,0,2021-02-02,qa,,Brian Nowak,"I have two for Philipp. Philipp, first one, I appreciate all the color on retail and commerce, the merchant community growing so strong in the last year. I'd be curious to hear about your discussions now with merchants and sort of what the largest friction points that they're looking for you to solve and sort of continue to help them as the world reopens, kind of the merchant discussions. And then secondly, a question on one of the earlier products on Discover feed, I'd love to hear about sort of early learnings on Discover feed and how you think about hurdles you need to overcome to monetize that.",111.0,51.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0,0.0,0.0,-0.0196078431372549
