ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,transcript_folder_date,section,qa_marker,speaker,text
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,prepared,,Operator,"Ladies and gentlemen, thank you for standing by, and welcome to Tesla's Q4 2020 Financial Results and Q&A Webcast. At this time, all participants are in a listen-only mode. After the speaker presentation, there will be a question-and-answer session. [Operator Instructions] Please be advised that today's conference is being recorded. [Operator Instructions] I would now like to hand the conference over to your speaker, Mr. Martin Viecha, Senior Director of Investor Relations. Please go ahead, sir."
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,prepared,,Martin Viecha,"Thank you, Sherry and good afternoon everyone. Welcome to Tesla's fourth quarter 2020 Q&A webcast. I'm joined today by Elon Musk, Zachary Kirkhorn and a number of other executives. Our Q4 results were announced at about 1 P.M. Pacific Time in the update deck we published at the same link as this webcast. During this call, we will discuss our business outlook and make forward-looking statements. These comments are based on our predictions and expectations as of today. Actual events or results could differ materially due to a number of risks and uncertainties, including those mentioned in our most recent filings with the SEC. During the question-and-answer portion of today's call, please limit yourself to one question and one follow-up. [Operator Instructions] But before we jump into the Q&A, Elon has some opening remarks. Elon?"
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,prepared,,Elon Musk,"Thank you. So, just to recap the year, 2020 was a defining year for us on many levels. Despite a challenging environment, we reached an important milestone of producing and delivering 0.5 million cars. I'd just like to, once again, thank the people at Tesla for an incredible effort. We delivered almost as many cars last year as we produced in our entire history. So, really an incredible growth rate and despite a very challenging 2020. So, my hat is off to such a hard work with such great people at Tesla. So -- and full year, we achieved free cash flow of nearly $2.8 billion after spending more than $3 billion on building new factories and other expenditures. We reached industry-leading GAAP operating margins in addition to positive net income and record cash flow. Regarding capacity expansion, while we focus on execution, we continue to build a lot of new capacity. We started producing the Model Y out of Fremont and have almost reached full production speed. We ramped the Model 3 in Shanghai to more than 5,000 cars a week sustainably, and Shanghai continues to grow rapidly. We introduced the heat pump to all of our vehicles. We ramped the single piece -- we started and we're able to ramp to volume production at the single-piece castings for Model Y. This is where -- for the first time in history, the entire rear third skeleton of the car is being cast as a single piece in the largest and most advanced casting machine ever made. We built a Model Y factory in China from start to finish in one year. We're also building Giga Berlin and Giga Texas, which we expect to start production later this year. And lastly, we built a cell -- a battery cell factory in the Bay Area. And this -- even though it is a pilot plant, it is -- its capacity is large enough that it would be in the -- probably the top 10 battery cell factories on earth despite being a pilot plant. Regarding the new Model S and X, we are launching the -- we're super excited to announce the new Model S and Model X are in production now and will be delivered in February. So we've been able to bring forward the Plaid, Model S and X. And Model S will be delivered in February and X a little later. The Model S Plaid, and we're actually in production now, and we'll be delivering next month. So this is a tri-motor Model S with a completely new interior. There are actually a lot of great things about this. I'll do another call about the Model S later. But it's really a tremendous improvement over the prior version. And the Model S will be the first -- this Model S Plaid will be the first production car ever that is able to go 0 to 60 miles an hour in under 2 seconds. So no production car ever has been able to get below 2 seconds 0 to 60. This is a luxury [sedan] [ph] that is able to go 0 to 60 in less than 2 seconds, and will have the ability to seat up to seven people with the third row seats. So this is pretty nice. This is faster, to be clear, than any car. It's not like there was a different type of car, like a two-door sports car that was able to do that faster. This is the fastest accelerating car ever made for -- that is allowed to go on roads in history. And like I say, we'll start delivering it in a matter of weeks. And, obviously, we’ll get into the details what the Model S changes maybe later this week or next. But it's really better in many ways. We will be actually raising the price of Model S for these new models, so people -- because the old model -- the new model will be $10,000 more. So, hopefully, people aren't too upset if they bought the old model last month, but this one is 10k more. Yes, we think it’s probably the best car of any kind at any price available in the world today. Then with regard to Full Self-Driving, we've made massive progress on Full Self-Driving. I recommend watching the videos of our public beta. So we've got, I think, almost 1,000 people in the beta at this point. And with each successful release of the beta – of the FSD software, just -- it's really improving rapidly. It's not very common for -- I drive the [indiscernible]. It's very common for me to have no interventions on drives that I do, including drives to a place that I've never been to. So these are not preplanned routes. There are -- the car has never been there before. And it's now actually more -- it's more common than not for the car to have no interventions, even on a complex drive. So -- and this is -- basically, I'm highly confident the car will drive itself for the reliability [indiscernible] of a human this year. This is a very big deal. And thinking about, like, how does one justify the value of the company being where it is? And I think there is a way, just with back of the envelop math, to potentially justify it, where -- if Tesla's ships, let's say, hypothetically, $50 billion or $60 billion worth of vehicles, and those vehicles become Full Self-Driving and can be used in robotaxis -- used as robotaxis, the utility increases from an average of 12 hours a week to potentially an average of 60 hours a week, if they're capable of serving as robotaxi. So that's like roughly a 5x increase in utility. But let's -- even if you say like, okay, let's just assume that the car becomes twice as useful as -- not 5x as useful, but merely twice as useful, that would be a doubling again of the revenue of the company, which is almost entirely gross margin. So it would mean, it would be like if you made $50 million -- $50 billion worth of cars, it will be like having $50 billion of incremental profit basically from that because it's just software. So -- [indiscernible] on that, it's like $1 trillion and the company is still in high-growth mode. So I think there is a way to sort of like justify the valuation of the company where it is using just the cars and nothing else, the cars with FSD. And I suspect at least some number of investors are taking that approach. So in conclusion, while 2020 was a turning point for Tesla and in terms of profitability, we believe this is just the beginning. We think 2021 is going to be even more exciting. And you don't know what to expect in a given year. Obviously, last year, we did not 0 many things we do not expect. But assuming that '21 is a relatively normal year from an external standpoint I think it's going to be a great year for Tesla. We've got a ton of -- many great new products coming out. We've got factories that are -- advanced factories [indiscernible] set up production. It will also make it easier having a factory in Berlin, one, in Texas second, just from a logistics standpoint. And Texas can help supply the eastern half of the U.S. and Berlin can help supply Europe. And there's just pure cars on both much less capital tied up with big cars that are -- been transported to customers. And I think the fundamental efficiency of the company will be much better with the factories or at least having factories on – on each continent and having 2 factories in the U.S. So I'm super excited about the future. And yes, we look forward to making it happen. Thank you."
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,prepared,,Martin Viecha,"Thank you very much. And I think our CFO, Zach Kirkhorn, has some opening remarks as well."
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,prepared,,Zachary Kirkhorn,"Yes. Thanks, Martin. As Elon mentioned, 2020 has been an extremely successful year while managing through many unforeseen and unexpected challenges. On cash, we continue to generate strong free cash flows, reaching a record $1.9 billion in Q4, alongside growth and investment for future programs. Additionally, we've been able to reduce our use of debt and various working capital lines, including settling $2 billion of convertible debt in Q4, which will continue into Q1. For net income, we achieved our first calendar year and 6 sequential quarters of profitability. In addition, auto gross margin excluding credits improved from 2019 to 2020, despite reductions in ASP and inefficiencies from new product launches and transitions. On Q4 specifically, this was a noisy quarter so let's unpack a few things. Stock-based comp increased, part of which is driven by the rise of the stock price over the course of our 2020 employee performance grant process and a portion of which is unique to Q4 only. The impact of SBC increases is seen across both COGS, as well as operating expenses. Automotive gross margin in Q4 was primarily impacted by two things; first, we invested in improving our products built in Fremont, including converting over to the new Model S and Model X, launching the single-piece castings on Model Y and introducing heat pump on Model 3. Second, logistics and labor costs were impacted due to supply chain instability and pandemic inefficiencies. Adjusting for items such as these as we do in our internal management views, we saw an improvement in auto gross margin. Our services and other P&L was impacted by many of the same factors just mentioned, including onboarding costs associated with new service capacity. However, what's most important here is that we've accelerated the growth in service capacity and we’ll continue to drive capacity expansion as fast as possible. On energy gross margin, we saw an impact from Solar Roof related ramp costs and typical seasonality in the lease PPA business. OpEx as a percentage of revenue continues to reduce despite impacts from items mentioned, as well as increased investment in development of future products. Finally, the early settlement of our convertible notes resulted in an additional $100 million of interest expense for the quarter. All that being said, nothing has changed about our view that operating margin will continue to grow and remain industry leading. As we look forward, 2021 may be our most meaningful step forward yet, as we see the benefits of long-standing investments in capacity and technology. The range of possible outcomes this year is wide, given the magnitude of launches. That's a few things we should keep in mind. We continue to expect a long-term volume CAGR of 50%, of which we may materially exceed this in 2021. As we increase production rates, volumes will skew towards the second half of the year, and ramp inefficiencies will be a part of this year's story and are necessary to achieve our long-term goals. Specifically for Q1, our volumes will have the benefit of early Model Y ramp in Shanghai, However, S and X production will be low due to the transition to the newly architected products. Additionally, we're working extremely hard to manage through the global semiconductor shortage, as well as port capacity, which may have a temporary impact. We will continue to invest heavily in supercharging and service capacity while driving reductions on cost, including OpEx as a percentage of revenue. Global demand continues to outpace production, and we're moving as quickly as we can with a focus on the long-term. I look forward to providing updates on progress throughout the year."
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,qa,a_dash_marker,A - Martin Viecha,"Thank you very much. And now we can jump straight into questions from [Safe] [ph] Technologies. The first question from institutional investors is, what is currently holding Tesla back from being the market share leader in solar?"
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,qa,,Elon Musk,"Yeah. So we're actually seeing tremendous growth in solar quarter-over-quarter last year. And we had our best quarter since, I think, 2018 in Q4. So we do actually expect to become the market leader in solar and then go far beyond it. It's -- unfortunately, there were a few years there where we had to devote the whole company to Model 3 production and building. We basically take the whole company, including people that work around solar and have work on cars. But now we got a little more bandwidth, we're putting a lot of attention on solar, and it is growing rapidly. So I think it will not be long before Tesla is, by far, the market leader in solar."
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,qa,,Zachary Kirkhorn,"Another really important part of the solar strategy is achieving an industry-leading cost structure, which then allows us to have industry-leading pricing. And so that's something that we've accomplished over the last year in terms of getting the cost structure in the place that it needs to be and I think I’ve mentioned, this is a really important part industry-leading pricing to become the leader in the space."
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,qa,,Elon Musk,"Yes. And actually important part is achieving better integration between the Tesla Powerwall and the Tesla Retrofit Solar and Tesla Roof. And we're confident we'll have excellent integration – excellent integration with the Powerwall and Tesla Solar, whether it's retrofit or but [indiscernible] roof before the end of the year. So it's really – I think we've got a good strategy. As Zach mentioned, we're focused on reducing the amount of time and the complexity of the install, and we're making great progress in that regard. And I think we'll have something that's really dialed in this year."
TSLA,2021-01-27,2021-01-28,,2021-01-27,2021-01-27T18:30:00-05:00,0,2021-01-27,qa,,Martin Viecha,"Thank you. The second question is, could current owners get ability to transfer their FSD to their next vehicle? This would be a huge for loyalty and overall increased sales of vehicles who are offering more FSD sales on used vehicles."
