ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,transcript_folder_date,section,qa_marker,speaker,text
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,prepared,,Operator,"Thank you for standing by. Good day, everyone and welcome to the Amazon.com Q4 2020 Financial Results Teleconference. At this time, all participants are in a listen-only mode. After the presentation, we will conduct a question-and-answer session. Today’s call is being recorded. For opening remarks, I will be turning the call over to Director of Investor Relations, Dave Fildes. Please go ahead."
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,prepared,,Dave Fildes,"Hello and welcome to our Q4 2020 financial results conference call. Joining us today to answer your questions is Brian Olsavsky, our CFO. As you listen to today’s conference call, we encourage you to have our press release in front of you, which includes our financial results as well as metrics and commentary on the quarter. Please note unless otherwise stated, all comparisons in this call will be against our results for the comparable period of 2019. Our comments and responses to your questions reflect management’s views as of today, February 2, 2021 only and will include forward-looking statements. Actual results may differ materially. Additional information about factors that could potentially impact our financial results is included in today’s press release and our filings with the SEC, including our most recent Annual Report on Form 10-K and subsequent filings. During this call, we may discuss certain non-GAAP financial measures. In our press release, slides accompanying this webcast and our filings with the SEC, each of which is posted on our IR website, you will find additional disclosures regarding these non-GAAP measures, including reconciliations of these measures with comparable GAAP measures. Our guidance incorporates the order trends that we have seen to-date and what we believe today to be appropriate assumptions. Our results are inherently unpredictable and maybe materially affected by many factors, including fluctuations in foreign exchange rates, changes in global economic conditions and customer spending, world events, the rate of growth of the internet, online commerce and cloud services and the various factors detailed in our filings with the SEC. This guidance also reflects our estimates to-date regarding the impact of the COVID-19 pandemic on our operations, including those discussed in our filings with the SEC and is highly dependent on numerous factors that we may not be able to predict or control, including the duration and scope of the pandemic, including any recurrence, actions taken by governments, businesses and individuals in response to the pandemic; the impact of the pandemic on global and regional economies and economic activity, workforce staffing and productivity; and our significant and continuing spending on employee safety measures; our ability to continue operations in affected areas; and consumer demand and spending patterns as well as the effects on suppliers, creditors, and third-party sellers, all of which are uncertain. Our guidance also assumes, among other things, that we don’t conclude any additional business acquisitions, investments, restructurings or legal settlements. It’s not possible to accurately predict demand for our goods and services and therefore our actual results could differ materially from our guidance. And now, I will turn the call over to Brian."
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,qna_heading,Brian Olsavsky,"Thank you for joining us today. I realize that you may have questions about the news which we announced today in our press release, but I would like to begin with some comments on Q4 results, and then we can proceed to your questions. First, I’d like to start by thanking the nearly 1.3 million Amazon employees who have risen to the challenge of serving customers around the world during this pandemic. We are proud that more than 500,000 people chose to take new jobs at Amazon in 2020. We are committed to providing all employees with great jobs, including $15 an hour starting pay in the U.S., health insurance, 401(k) matching, leading parental benefits, and upskilling opportunities. We remain focused on the safety of our employees and delivery partners, particularly in our fulfillment and logistics operations in stores as well as the customers shopping in our Whole Foods Market and other stores. Our Q4 results include approximately $4 billion in COVID-related operating costs, including additional employee pay during the holidays. We continue to see productivity headwinds from physical separation and training of new employees and of course investments in PPE for employees and enhanced cleaning for our facilities. This Q4 spend brings our total COVID-related costs for the year to more than $11.5 billion. Our teams worked hard in 2020 to ramp up in-house COVID-19 testing capabilities that are incremental to those already available to the general public. More than 700 employees are now being tested every hour, and globally we have built hundreds of COVID-19 testing sites in two labs. We are encouraging essential employees working at Amazon fulfillment centers, AWS data centers, and Whole Food Market stores across the country to receive the COVID-19 vaccine at the earliest appropriate time. We are also working at the federal and state levels to support the vaccinations of frontline employees and those in the community who are providing essential services throughout the pandemic, including enabling pop up clinics in Washington State and Florida with more on the way. Now some comments on Q4 results. Our fourth-quarter holiday season has always been the busiest time of our year. This year presented additional challenges for our teams as we work to meet strong customer demand, while simultaneously growing our operations’ footprint and welcoming far more new employees than any prior Q4. We welcomed nearly 175,000 new full and part-time employees in Q4 alone. This compares with 50,000 in Q4 of 2019. We also continue to add buildings in our fulfillment and logistics network with square footage growing about 50% year-over-year in 2020. And unlike in a typical year when new buildings are mostly in place by the end of Q3, this year a significant number of them came online in Q4 as our teams pulled out all the stops to be ready for customer demand, and it turns out we needed that capacity in order to fill the strong customer demand in Q4. Revenue for the quarter was $125.6 billion versus our guidance range of $112 billion to $121 billion. You will remember that we kicked off the holiday season early for customers with Prime Day in October versus its usual timing in Q3. We then saw strong seasonal holiday demand through Q4. Our Q4 results also largely reflect the continuation of demand trends we have seen since the early months of the pandemic, particularly as people are staying at home, including for household staples and other home products. We saw sales growth across our major product categories, led by strong Prime member engagement. Prime members continue to shop with greater frequency and across more categories than before the pandemic began. Prime members also continue to expand their usage of Prime’s digital benefits including Prime Video and Prime Video channels. Amazon Music launched podcast in September and in Q4, Prime members listened to millions of hours of podcasts each month. We’re reaching more customers with our grocery offerings. In Q4, we had another strong quarter that largely reflects the continuation of demand trends from Q3. We saw strong growth in new Prime member sign-ups. As demand remained strong in the quarter, the additional volume leverage helped to achieve higher-than-expected profits. We saw strong order volumes throughout the holiday season with good sales growth not only in our peak sales days, which include Prime Day, Black Friday, and Cyber Monday, but also throughout the remainder of the quarter. We had good operational performance within our fulfillment centers and transportation network even as we added significant capacity. Third-party sellers also stepped up as never before to serve customers. The 2020 holiday season was the best ever for small and medium-sized businesses selling in our store, with our worldwide sales growing over 50% year-over-year in Q4. Third-party units represented 55% of total paid units during the quarter, the highest 3P unit mix we’ve ever had since we invited businesses to sell on Amazon more than 20 years ago. Lastly, AWS’ efforts were headlined by our Ninth Annual re:Invent Conference. This is the first time in our history that the event was virtual and free. We had over 570,000 registered attendees during the three-weeks-long event. AWS continues to innovate at a rapid clip, announcing more than 180 new services and features at re:Invent across compute, storage, database, machine learning, and more. You can read more about this in our earnings release. The team also announced significant customer momentum with new commitments and migrations from JPMorgan Chase, Thomson Reuters, ViacomCBS, and Twitter just to name a few. We continue to see companies meaningfully growing their plans to move to AWS. In Q4, AWS saw continuation of strong usage and revenue growth. AWS added more revenue quarter-over-quarter and year-over-year in any quarter in its history and is now a $51 billion annualized run-rate business supporting millions of active AWS customers. And just as they have all year, sellers, partners, and employees across Amazon stepped up to deliver on unprecedented customer demand, and for this we remain extremely grateful. And today, we announced that our Founder and CEO, Jeff Bezos will transition to the role of Executive Chair in the third quarter this year and that Andy Jassy will become Chief Executive Officer at that time. Those of us who know Andy are excited to see him take on this greater responsibility. He is a visionary leader, a great operator, and he understands what makes Amazon such a special innovative company. We are also excited that Jeff will retain a very important role at the company that he founded and has guided for over 25 years. He has created a culture of invention and innovation that drives us every day, and we remain bound by our common focus and obsession on the customer. With that, let’s move on to Q&A."
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,,Operator,Thank you. [Operator Instructions] Thank you. Our first question is coming from Heath Terry with Goldman Sachs. Please proceed with your question.
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,,Heath Terry,"Great. Thanks. Just wanted to dig a bit deeper into the incredible acceleration that we saw in the international business, obviously, pandemic aside, wondering if you could help us sort of break down the pieces of what drove that into specific regions, specific initiatives that drove that level of acceleration? And then just on the AWS business, bit more of a housekeeping question, would you mind going through just where the backlog stands and any material drivers of changes in the that to the extent there has been any?"
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,,Brian Olsavsky,"Sure. Thank you, Heath. I would start on international segment results. So yes, it was sequential growth jump from 33% in Q3 to 50% in Q4. Part of that is the timing of Prime Day, but in the U.S. it was less pronounced, sequential growth was 39% to 40% in the North America segment. So, there was something else going on in international in Q4. I would attribute it really to the government actions and lockdowns that we saw, especially in the UK and Europe. I think that increased during the quarter unfortunately for the economy, but it did drive higher sales on our site. We also saw probably a larger impact of moving Prime Day from Q3 to Q4 in international just because it’s a little more nascent there, it’s still ramping up but very strong performance."
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,,Dave Fildes,"Yes, Heath, this is Dave. On the backlog number, it’s at about $50 billion at the end of the year, the balance and that’s up about 68% year-over-year. So that’s one component of all the great work that AWS is doing, and of course you are seeing some continued very strong growth, strong usage and revenue growth there, $51 billion annualized run-rate business. So, it’s continuing to grow at a meaningfully larger absolute dollar rate than others out there, and we are really pleased with the growth we are seeing in there. It’s as Brian touched on at the opening, just a lot of good engagement and innovation coming out of the re:Invent conference as well."
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,,Operator,Our next question comes from Eric Sheridan with UBS. Please proceed with your question.
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,,Eric Sheridan,"Thanks so much for taking the question. Just following up on some of the comments you made between the release and in your opening comments, Brian, wanted to know if we could tease out how we should be thinking about the level of investments that are needed between the mix of fulfillment versus where you want to go on the customer service side and the logistics and delivery side as you look up to ‘21. And obviously, it’s going to be a very different year in ‘21 than what we saw in ‘20, where you saw a surge in demand and a lot of capacity constraints that have opened up as the year goes on. And there will be sort of tougher comp dynamics as you get into the middle of ‘21 as you are lapping against that demand impact in ‘21? How do we think about the levels of investment you will make, where those investments are going to go, and what that means for sort of confidence on the demand side over the medium to long-term? Thanks so much."
AMZN,2021-02-02,2021-02-03,,2021-02-02,2021-02-02T17:30:00-05:00,0,2021-02-02,qa,,Brian Olsavsky,"Sure, Eric. Obviously, we had a large investment last year, crew fulfillment capacity, including transportation 50% year-over-year. I would say that – and it’s been, I believe it’s $44 billion on CapEx, yes. We are still working through our plans for 2021. I think the added complexity here is the range of outcomes certainly was the case in 2020, but even for 2021, there is a lot of question as to the continuation of COVID conditions comping against prior year sales, sometimes there are things in there that definitely wouldn’t repeat probably the number of gloves we sold and hand lights [ph] and things like that or computer monitors that people setup their home offices. But there is also a lot of people who engage more strongly with Prime benefits in 2020, and we think that will have a lasting impact both from purchase frequency, amount they purchased, use of digital benefits, etcetera. So, we are going to have to build probably for multiple scenarios, and in this FC [ph] world, it’s hard to turn that capacity on quickly. So, it generally means you may have to overbuild to protect the customer experience. On transportation, we made large investments in our transportation network in 2020. That work is not done yet. We have a lot of continued expansion. So, we see that over definitely through 2021. I can’t quantify it right now only – I am only giving guidance through Q1 right now, and we are still working some -- through some of the plans as we do this time of the year. And then infrastructure will remain a healthy part of our investment as well. We are supporting an AWS business that is growing at a rapid clip both in usage and in revenue. We are expanding regions globally and have a lot of upside in that area talking with customers on their transition plans to the cloud. So, we definitely do not want to run out of capacity, and we work to not do that. So, there could be a risk of forward spend in 2021 due to the uncertainty, but we will see as we move through the year."
